,i,ons_item_number,period,unit
0,0,210111.0,201601.0,100.0
1,1,210111.0,201602.0,99.24400626904001
2,2,210111.0,201603.0,97.92510024443885
3,3,210111.0,201604.0,97.66009693829389
4,4,210111.0,201605.0,97.10274356574101
5,5,210111.0,201606.0,96.83212241710271
6,6,210111.0,201607.0,96.72018174849619
7,7,210111.0,201608.0,96.72018174849619
8,8,210111.0,201610.0,98.08265016571303
9,9,210111.0,201611.0,98.4413078204645
10,0,210113.0,201601.0,100.0
11,1,210113.0,201602.0,99.00502120724515
12,2,210113.0,201603.0,96.84463203721947
13,3,210113.0,201604.0,96.93842797370375
14,4,210113.0,201605.0,95.41096682545523
15,5,210113.0,201606.0,97.10397718565146
16,6,210113.0,201607.0,97.99643359295258
17,7,210113.0,201608.0,97.9964335929526
18,8,210113.0,201610.0,100.84232990072364
19,9,210113.0,201611.0,100.99548249450028
20,0,210204.0,201601.0,100.0
21,1,210204.0,201602.0,108.2054757198795
22,2,210204.0,201603.0,104.78698940503119
23,3,210204.0,201604.0,104.27701360203379
24,4,210204.0,201605.0,103.09378570564954
25,5,210204.0,201606.0,102.66953316752571
26,6,210204.0,201607.0,104.53015131513736
27,7,210204.0,201608.0,98.64764453952206
28,8,210204.0,201610.0,103.04154877854963
29,9,210204.0,201611.0,100.08662903505858
30,0,210213.0,201601.0,100.0
31,1,210213.0,201602.0,106.37488430172172
32,4,210213.0,201603.0,102.94426588492898
33,5,210213.0,201604.0,99.70129503912204
34,6,210213.0,201605.0,100.10165079037073
35,7,210213.0,201606.0,99.00254725601087
36,2,210213.0,201607.0,97.46738457042538
37,3,210213.0,201608.0,98.96332337846212
38,8,210213.0,201610.0,103.8153028714547
39,9,210213.0,201611.0,104.2572817535495
40,0,210214.0,201601.0,100.0
41,1,210214.0,201602.0,108.90568067611903
42,3,210214.0,201603.0,107.85022771158192
43,4,210214.0,201604.0,101.36120260466967
44,2,210214.0,201605.0,106.0032352896095
45,5,210214.0,201606.0,105.18233869249588
46,6,210214.0,201607.0,102.8226008773316
47,7,210214.0,201608.0,103.74059949787404
48,8,210214.0,201610.0,102.28871305937541
49,9,210214.0,201611.0,102.12525312808944
50,0,210302.0,201601.0,100.0
51,1,210302.0,201602.0,99.00516557095716
52,2,210302.0,201603.0,98.84134744352676
53,7,210302.0,201604.0,97.36526606482188
54,3,210302.0,201605.0,95.77770882201821
55,6,210302.0,201606.0,98.03092845078555
56,4,210302.0,201607.0,98.03092845078557
57,5,210302.0,201608.0,98.03092845078555
58,8,210302.0,201610.0,97.31504201767859
59,9,210302.0,201611.0,96.8892503794201
60,0,211305.0,201601.0,100.0
61,1,211305.0,201602.0,99.55025946709574
62,2,211305.0,201603.0,99.33638020029505
63,7,211305.0,201604.0,95.28718083980901
64,3,211305.0,201605.0,98.25940938311759
65,4,211305.0,201606.0,101.156179978069
66,5,211305.0,201607.0,98.64947452196408
67,6,211305.0,201608.0,100.80949302524505
68,8,211305.0,201610.0,99.555758110085
69,9,211305.0,201611.0,99.34203079232043
70,0,211501.0,201601.0,100.0
71,1,211501.0,201602.0,102.58635634724939
72,6,211501.0,201603.0,105.76905643750023
73,7,211501.0,201604.0,102.19622795012535
74,2,211501.0,201605.0,102.47272914866305
75,3,211501.0,201606.0,97.63451112546309
76,4,211501.0,201607.0,100.84699862675477
77,5,211501.0,201608.0,100.65884754099497
78,8,211501.0,201610.0,98.91723753976277
79,9,211501.0,201611.0,98.79303773741408
80,0,211709.0,201601.0,100.0
81,1,211709.0,201602.0,100.21414949908534
82,6,211709.0,201603.0,99.07049147047077
83,7,211709.0,201604.0,100.9483822036383
84,2,211709.0,201605.0,98.1821420930103
85,3,211709.0,201606.0,98.20925025576888
86,4,211709.0,201607.0,101.47545393554098
87,5,211709.0,201608.0,100.3883202899171
88,8,211709.0,201610.0,101.92716023514295
89,9,211709.0,201611.0,98.68644744965869
90,0,211710.0,201601.0,100.0
91,1,211710.0,201602.0,100.0
92,6,211710.0,201603.0,100.0
93,7,211710.0,201604.0,100.0
94,2,211710.0,201605.0,100.0
95,3,211710.0,201606.0,100
96,4,211710.0,201607.0,100
97,5,211710.0,201608.0,100
98,8,211710.0,201610.0,100
99,9,211710.0,201611.0,100
100,0,211807.0,201601.0,100.0
101,1,211807.0,201602.0,100.2037148285128
102,2,211807.0,201603.0,102.28237398791744
103,3,211807.0,201604.0,101.05998110805565
104,4,211807.0,201605.0,94.08958195881108
105,5,211807.0,201606.0,89.24961188371898
106,6,211807.0,201607.0,93.12855884151861
107,7,211807.0,201608.0,98.48132073129636
108,8,211807.0,201610.0,96.94379417962963
109,9,211807.0,201611.0,97.23860781236073
110,1,211814.0,201601.0,100.0
111,0,211814.0,201602.0,102.06896380678883
112,2,211814.0,201603.0,99.85613259221523
113,4,211814.0,201604.0,96.6554264591962
114,3,211814.0,201605.0,91.24594156426087
115,5,211814.0,201606.0,93.33843574164469
116,6,211814.0,201607.0,92.00810362362817
117,7,211814.0,201608.0,93.03054230344323
118,8,211814.0,201610.0,94.96998369505391
119,9,211814.0,201611.0,95.30696011239766
120,0,211901.0,201601.0,100.0
121,1,211901.0,201602.0,104.32537010609933
122,4,211901.0,201603.0,102.83673802985793
123,5,211901.0,201604.0,101.29216194681806
124,6,211901.0,201605.0,102.98936194413608
125,7,211901.0,201606.0,102.52918411915783
126,2,211901.0,201607.0,103.08281085650337
127,3,211901.0,201608.0,102.1696420104358
128,8,211901.0,201610.0,99.15902229031994
129,9,211901.0,201611.0,101.68064231359996
130,0,212006.0,201601.0,100.0
131,1,212006.0,201602.0,99.99999999999999
132,6,212006.0,201603.0,100.0
133,2,212006.0,201605.0,100
134,3,212006.0,201606.0,100
135,4,212006.0,201607.0,100
136,5,212006.0,201608.0,100
137,7,212006.0,201610.0,100
138,8,212006.0,201611.0,100
139,0,212011.0,201601.0,100.0
140,1,212011.0,201602.0,102.95872145449987
141,2,212011.0,201603.0,99.69907832400386
142,3,212011.0,201604.0,95.51570611536476
143,4,212011.0,201605.0,98.65324903703508
144,5,212011.0,201606.0,90.03876357222869
145,6,212011.0,201607.0,92.92816632476418
146,7,212011.0,201608.0,91.31805969802484
147,8,212011.0,201610.0,90.75130145282606
148,9,212011.0,201611.0,89.52518444419816
149,0,212016.0,201601.0,100.0
150,1,212016.0,201602.0,99.93663398505103
151,4,212016.0,201603.0,95.11235389621858
152,2,212016.0,201604.0,94.75951948272558
153,3,212016.0,201605.0,97.16700773799674
154,5,212016.0,201606.0,100.83783752462034
155,6,212016.0,201607.0,100.45509410897695
156,7,212016.0,201608.0,96.77335320818948
157,8,212016.0,201610.0,95.33327081999118
158,9,212016.0,201611.0,94.68904332012931
159,1,212017.0,201601.0,100.0
160,0,212017.0,201602.0,104.58764145816923
161,6,212017.0,201603.0,101.45404722096806
162,7,212017.0,201604.0,97.90489409811978
163,2,212017.0,201605.0,95.54231808292673
164,3,212017.0,201606.0,96.17045842690676
165,4,212017.0,201607.0,101.54268802375405
166,5,212017.0,201608.0,105.97174537299567
167,8,212017.0,201610.0,96.19555947630917
168,9,212017.0,201611.0,92.20854228626901
169,0,212319.0,201601.0,100.0
170,1,212319.0,201602.0,102.74190237499288
171,2,212319.0,201603.0,97.16178441375936
172,7,212319.0,201604.0,87.73859630710179
173,3,212319.0,201605.0,100
174,4,212319.0,201606.0,100
175,5,212319.0,201607.0,100
176,6,212319.0,201608.0,100
177,8,212319.0,201610.0,100
178,9,212319.0,201611.0,100
179,0,212360.0,201601.0,100.0
180,1,212360.0,201602.0,100.48840945407662
181,6,212360.0,201603.0,98.31529858642803
182,7,212360.0,201604.0,97.99458629267558
183,2,212360.0,201605.0,97.02770054072928
184,3,212360.0,201606.0,95.54427922043668
185,4,212360.0,201607.0,95.54427922043669
186,5,212360.0,201608.0,95.54427922043668
187,8,212360.0,201610.0,94.88900564321412
188,9,212360.0,201611.0,94.88900564321412
189,0,212515.0,201601.0,100.0
190,1,212515.0,201602.0,100.63334551895791
191,2,212515.0,201603.0,99.18603634280242
192,7,212515.0,201604.0,97.36243221993162
193,3,212515.0,201605.0,95.97137795747712
194,4,212515.0,201606.0,97.3269985600616
195,5,212515.0,201607.0,98.81526689034928
196,6,212515.0,201608.0,97.17478267418596
197,8,212515.0,201610.0,101.22608333138933
198,9,212515.0,201611.0,100.45683005356076
199,0,212519.0,201601.0,100.0
200,1,212519.0,201602.0,99.73634011757183
201,6,212519.0,201603.0,97.72905901940506
202,7,212519.0,201604.0,93.79258470457107
203,2,212519.0,201605.0,94.02404831575461
204,3,212519.0,201606.0,95.20984800196693
205,4,212519.0,201607.0,98.49540461685301
206,5,212519.0,201608.0,98.34619583314299
207,8,212519.0,201610.0,94.20786017237192
208,9,212519.0,201611.0,94.20786017237192
209,1,212717.0,201601.0,100.0
210,0,212717.0,201602.0,101.08644183420623
211,5,212717.0,201603.0,97.98948343320501
212,7,212717.0,201604.0,95.4031406233795
213,6,212717.0,201605.0,97.5916286817498
214,2,212717.0,201606.0,96.15084524571381
215,3,212717.0,201607.0,95.7741744238252
216,4,212717.0,201608.0,95.31580230431675
217,8,212717.0,201610.0,100.53066605680195
218,9,212717.0,201611.0,100.5520781040865
219,0,212719.0,201601.0,100.0
220,1,212719.0,201602.0,100.0
221,6,212719.0,201603.0,100.0
222,7,212719.0,201604.0,99.74214263202792
223,2,212719.0,201605.0,99.68647717005652
224,3,212719.0,201606.0,100.0
225,4,212719.0,201607.0,100.0
226,5,212719.0,201608.0,100.0
227,8,212719.0,201610.0,100.0
228,9,212719.0,201611.0,100.0
229,0,212720.0,201601.0,100.0
230,1,212720.0,201602.0,95.90256311674857
231,6,212720.0,201603.0,96.91913979617115
232,7,212720.0,201604.0,89.79943245884519
233,5,212720.0,201605.0,80.93045834787624
234,2,212720.0,201606.0,77.84989441615231
235,3,212720.0,201607.0,77.8498944161523
236,4,212720.0,201608.0,77.8498944161523
237,8,212720.0,201610.0,105.60762541551274
238,9,212720.0,201611.0,108.76355848846171
239,0,212722.0,201601.0,100.0
240,1,212722.0,201602.0,96.73513381251378
241,6,212722.0,201603.0,95.81999753472283
242,7,212722.0,201604.0,103.35577830070277
243,2,212722.0,201605.0,103.91424422838922
244,3,212722.0,201606.0,106.24925530627785
245,4,212722.0,201607.0,98.62415617315013
246,5,212722.0,201608.0,94.74242398703893
247,8,212722.0,201610.0,95.44027786772803
248,9,212722.0,201611.0,95.44027786772803
249,0,310207.0,201601.0,100.0
250,1,310207.0,201602.0,100.01186767565002
251,2,310207.0,201603.0,98.10956695228055
252,3,310207.0,201604.0,99.63498591182085
253,4,310207.0,201605.0,99.0724234079006
254,5,310207.0,201606.0,99.64020192633257
255,6,310207.0,201607.0,99.71612770372049
256,7,310207.0,201608.0,99.42948155292974
257,8,310207.0,201610.0,99.15323469826166
258,9,310207.0,201611.0,99.61748780204609
259,0,310215.0,201601.0,100.0
260,1,310215.0,201602.0,99.74975885645809
261,2,310215.0,201603.0,98.96154038540973
262,3,310215.0,201604.0,100.15551139638723
263,4,310215.0,201605.0,100.26078941033218
264,5,310215.0,201606.0,94.56926438253628
265,6,310215.0,201607.0,95.56785323483406
266,7,310215.0,201608.0,97.36961676620646
267,8,310215.0,201610.0,99.02166152594394
268,9,310215.0,201611.0,99.6571121062799
269,0,310218.0,201601.0,100.0
270,1,310218.0,201602.0,100.76214743600814
271,6,310218.0,201603.0,98.96959444377782
272,7,310218.0,201604.0,98.34179774637565
273,2,310218.0,201605.0,98.08014742270385
274,3,310218.0,201606.0,96.13664708722742
275,4,310218.0,201607.0,97.05073871832926
276,5,310218.0,201608.0,96.74239478041439
277,8,310218.0,201610.0,95.99250541988545
278,9,310218.0,201611.0,95.8129173556637
279,0,310401.0,201601.0,100.0
280,1,310401.0,201602.0,99.2482284877716
281,2,310401.0,201603.0,97.13982378796734
282,3,310401.0,201604.0,99.5025680437202
283,4,310401.0,201605.0,97.82677414425825
284,5,310401.0,201606.0,94.74044603729726
285,6,310401.0,201607.0,100.71776107474506
286,7,310401.0,201608.0,99.10738189992905
287,8,310401.0,201610.0,98.52505606989693
288,9,310401.0,201611.0,97.77457091143211
289,0,310403.0,201601.0,100.0
290,1,310403.0,201602.0,98.96065326929111
291,2,310403.0,201603.0,98.94513569021437
292,3,310403.0,201604.0,95.25752177067032
293,4,310403.0,201605.0,97.17120665458292
294,5,310403.0,201606.0,96.8222495596093
295,6,310403.0,201607.0,97.80570596105517
296,7,310403.0,201608.0,94.99375036743216
297,8,310403.0,201610.0,96.79211476714951
298,9,310403.0,201611.0,95.93202295384461
299,0,310405.0,201601.0,100.0
