,ons_item_name,period,CLIP
349,"bitter, 4 cans, 3.4%-7.5% abv",201430.0,100.9144811485824
350,"bitter, 4 cans, 3.4%-7.5% abv",201431.0,100.83410285892364
351,"bitter, 4 cans, 3.4%-7.5% abv",201432.0,99.77627098439704
352,"bitter, 4 cans, 3.4%-7.5% abv",201433.0,98.97268352813344
353,"bitter, 4 cans, 3.4%-7.5% abv",201434.0,99.32656278214756
354,"bitter, 4 cans, 3.4%-7.5% abv",201435.0,99.88825170961788
355,"bitter, 4 cans, 3.4%-7.5% abv",201436.0,99.99049245582205
356,"bitter, 4 cans, 3.4%-7.5% abv",201437.0,99.98810508586656
357,"bitter, 4 cans, 3.4%-7.5% abv",201438.0,100.07104184310688
358,"bitter, 4 cans, 3.4%-7.5% abv",201439.0,99.49246636631771
359,"bitter, 4 cans, 3.4%-7.5% abv",201440.0,99.47598899911013
360,"bitter, 4 cans, 3.4%-7.5% abv",201441.0,99.5595267764527
361,"bitter, 4 cans, 3.4%-7.5% abv",201442.0,99.10387775997152
362,"bitter, 4 cans, 3.4%-7.5% abv",201443.0,98.70689452097449
363,"bitter, 4 cans, 3.4%-7.5% abv",201444.0,98.12790523623369
364,"bitter, 4 cans, 3.4%-7.5% abv",201445.0,97.38052733242651
365,"bitter, 4 cans, 3.4%-7.5% abv",201446.0,97.08578407279593
366,"bitter, 4 cans, 3.4%-7.5% abv",201447.0,97.32339162278059
367,"bitter, 4 cans, 3.4%-7.5% abv",201448.0,97.158081260699
368,"bitter, 4 cans, 3.4%-7.5% abv",201449.0,97.53798984111357
369,"bitter, 4 cans, 3.4%-7.5% abv",201450.0,97.96401160351832
370,"bitter, 4 cans, 3.4%-7.5% abv",201451.0,97.15181005252043
371,"bitter, 4 cans, 3.4%-7.5% abv",201452.0,97.36247085895576
372,"bitter, 4 cans, 3.4%-7.5% abv",201501.0,97.01849142857651
373,"bitter, 4 cans, 3.4%-7.5% abv",201502.0,96.18784048295397
374,"bitter, 4 cans, 3.4%-7.5% abv",201503.0,96.3628964811586
375,"bitter, 4 cans, 3.4%-7.5% abv",201504.0,97.41612019779863
376,"bitter, 4 cans, 3.4%-7.5% abv",201505.0,98.0553327566883
377,"bitter, 4 cans, 3.4%-7.5% abv",201506.0,98.0217088461835
378,"bitter, 4 cans, 3.4%-7.5% abv",201507.0,97.95330691777541
379,"bitter, 4 cans, 3.4%-7.5% abv",201508.0,97.74157759485868
380,"bitter, 4 cans, 3.4%-7.5% abv",201509.0,97.66594421054201
381,"bitter, 4 cans, 3.4%-7.5% abv",201510.0,95.16200634612734
382,"bitter, 4 cans, 3.4%-7.5% abv",201511.0,91.43116295760302
383,"bitter, 4 cans, 3.4%-7.5% abv",201512.0,90.16960824728304
384,"bitter, 4 cans, 3.4%-7.5% abv",201513.0,89.36055944795578
385,"bitter, 4 cans, 3.4%-7.5% abv",201514.0,89.77447764298996
386,"bitter, 4 cans, 3.4%-7.5% abv",201515.0,89.88950366345932
387,"bitter, 4 cans, 3.4%-7.5% abv",201516.0,93.35953966634453
388,"bitter, 4 cans, 3.4%-7.5% abv",201517.0,96.49404876727806
389,"bitter, 4 cans, 3.4%-7.5% abv",201518.0,96.41056022088452
390,"bitter, 4 cans, 3.4%-7.5% abv",201519.0,96.72639294484642
391,"bitter, 4 cans, 3.4%-7.5% abv",201520.0,96.34123206014746
392,"bitter, 4 cans, 3.4%-7.5% abv",201521.0,96.18465090138463
393,"bitter, 4 cans, 3.4%-7.5% abv",201522.0,96.33705459668887
394,"bitter, 4 cans, 3.4%-7.5% abv",201523.0,96.58401039399094
395,"bitter, 4 cans, 3.4%-7.5% abv",201524.0,96.59236893831324
396,"bitter, 4 cans, 3.4%-7.5% abv",201525.0,96.14898678308381
397,"bitter, 4 cans, 3.4%-7.5% abv",201526.0,95.45347729698771
398,"bitter, 4 cans, 3.4%-7.5% abv",201527.0,95.76668321080095
399,"bitter, 4 cans, 3.4%-7.5% abv",201528.0,96.00573472538665
400,"bitter, 4 cans, 3.4%-7.5% abv",201529.0,96.09599231208931
401,"bitter, 4 cans, 3.4%-7.5% abv",201530.0,95.9094426897294
402,"bitter, 4 cans, 3.4%-7.5% abv",201531.0,96.0559922797588
403,"bitter, 4 cans, 3.4%-7.5% abv",201532.0,97.99287159850488
404,"bitter, 4 cans, 3.4%-7.5% abv",201533.0,96.21350848047861
405,"bitter, 4 cans, 3.4%-7.5% abv",201534.0,96.29961640606194
406,"bitter, 4 cans, 3.4%-7.5% abv",201535.0,96.36582314657389
407,"bitter, 4 cans, 3.4%-7.5% abv",201536.0,96.20194157400452
408,"bitter, 4 cans, 3.4%-7.5% abv",201537.0,94.90417527416095
409,"bitter, 4 cans, 3.4%-7.5% abv",201538.0,93.52828017349867
410,"bitter, 4 cans, 3.4%-7.5% abv",201539.0,93.94321918137595
411,"bitter, 4 cans, 3.4%-7.5% abv",201540.0,97.43328636253194
412,"bitter, 4 cans, 3.4%-7.5% abv",201541.0,96.87683242451162
413,"bitter, 4 cans, 3.4%-7.5% abv",201542.0,97.42018056118728
414,"bitter, 4 cans, 3.4%-7.5% abv",201544.0,93.94982224144556
415,"bitter, 4 cans, 3.4%-7.5% abv",201545.0,93.92223787852508
416,"bitter, 4 cans, 3.4%-7.5% abv",201546.0,93.97013490722267
417,"bitter, 4 cans, 3.4%-7.5% abv",201547.0,93.4010944949356
418,"bitter, 4 cans, 3.4%-7.5% abv",201548.0,93.37487169363776
419,"bitter, 4 cans, 3.4%-7.5% abv",201549.0,93.20718405742608
420,"bitter, 4 cans, 3.4%-7.5% abv",201550.0,93.17899869928047
421,"bitter, 4 cans, 3.4%-7.5% abv",201551.0,93.32628590204831
422,"bitter, 4 cans, 3.4%-7.5% abv",201552.0,93.35713013269978
423,"bitter, 4 cans, 3.4%-7.5% abv",201601.0,91.57460191911154
424,"bitter, 4 cans, 3.4%-7.5% abv",201602.0,91.53092326844877
425,"bitter, 4 cans, 3.4%-7.5% abv",201603.0,91.23246650702797
426,"bitter, 4 cans, 3.4%-7.5% abv",201604.0,91.42283984988245
427,"bitter, 4 cans, 3.4%-7.5% abv",201605.0,91.58304632820463
428,"bitter, 4 cans, 3.4%-7.5% abv",201606.0,91.57402649634838
429,"bitter, 4 cans, 3.4%-7.5% abv",201607.0,91.47577243672765
430,"bitter, 4 cans, 3.4%-7.5% abv",201608.0,91.18872093094834
431,"bitter, 4 cans, 3.4%-7.5% abv",201609.0,90.15745714921576
432,"bitter, 4 cans, 3.4%-7.5% abv",201610.0,89.53820747194607
433,"bitter, 4 cans, 3.4%-7.5% abv",201611.0,89.17859005915474
