,Unnamed: 0,ons_item_name,period,CLIP,category
0,0,"apple cider, bottle, 4.5%-5.5% abv",201423.0,100.0,310218
1,1,"apple cider, bottle, 4.5%-5.5% abv",201424.0,100.449509323,310218
2,2,"apple cider, bottle, 4.5%-5.5% abv",201425.0,100.734703103,310218
3,3,"apple cider, bottle, 4.5%-5.5% abv",201426.0,100.661811128,310218
4,4,"apple cider, bottle, 4.5%-5.5% abv",201427.0,100.792834222,310218
5,5,"apple cider, bottle, 4.5%-5.5% abv",201428.0,100.861348312,310218
6,6,"apple cider, bottle, 4.5%-5.5% abv",201429.0,101.947861191,310218
7,7,"apple cider, bottle, 4.5%-5.5% abv",201430.0,101.920010206,310218
8,8,"apple cider, bottle, 4.5%-5.5% abv",201431.0,101.464310702,310218
9,9,"apple cider, bottle, 4.5%-5.5% abv",201432.0,100.417710593,310218
10,10,"apple cider, bottle, 4.5%-5.5% abv",201433.0,99.8392232243,310218
11,11,"apple cider, bottle, 4.5%-5.5% abv",201434.0,100.595922534,310218
12,12,"apple cider, bottle, 4.5%-5.5% abv",201435.0,101.037808404,310218
13,13,"apple cider, bottle, 4.5%-5.5% abv",201436.0,99.930327916,310218
14,14,"apple cider, bottle, 4.5%-5.5% abv",201437.0,100.105457549,310218
15,15,"apple cider, bottle, 4.5%-5.5% abv",201438.0,100.939979517,310218
16,16,"apple cider, bottle, 4.5%-5.5% abv",201439.0,100.399798593,310218
17,17,"apple cider, bottle, 4.5%-5.5% abv",201440.0,99.9267431992,310218
18,18,"apple cider, bottle, 4.5%-5.5% abv",201441.0,100.366533613,310218
19,19,"apple cider, bottle, 4.5%-5.5% abv",201442.0,100.206376251,310218
20,20,"apple cider, bottle, 4.5%-5.5% abv",201443.0,99.8639484791,310218
21,21,"apple cider, bottle, 4.5%-5.5% abv",201444.0,99.7797751887,310218
22,22,"apple cider, bottle, 4.5%-5.5% abv",201445.0,99.019947277,310218
23,23,"apple cider, bottle, 4.5%-5.5% abv",201446.0,99.4878756028,310218
24,24,"apple cider, bottle, 4.5%-5.5% abv",201447.0,99.9312721621,310218
25,25,"apple cider, bottle, 4.5%-5.5% abv",201448.0,99.5704809278,310218
26,26,"apple cider, bottle, 4.5%-5.5% abv",201449.0,97.7091770878,310218
27,27,"apple cider, bottle, 4.5%-5.5% abv",201450.0,97.6216207523,310218
28,28,"apple cider, bottle, 4.5%-5.5% abv",201451.0,96.9016750989,310218
29,29,"apple cider, bottle, 4.5%-5.5% abv",201452.0,97.2198252033,310218
30,30,"apple cider, bottle, 4.5%-5.5% abv",201501.0,97.4048008924,310218
31,31,"apple cider, bottle, 4.5%-5.5% abv",201502.0,97.5951675066,310218
32,32,"apple cider, bottle, 4.5%-5.5% abv",201503.0,97.5982508502,310218
33,33,"apple cider, bottle, 4.5%-5.5% abv",201504.0,98.835169384,310218
34,34,"apple cider, bottle, 4.5%-5.5% abv",201505.0,100.279860539,310218
35,35,"apple cider, bottle, 4.5%-5.5% abv",201506.0,100.071880827,310218
36,36,"apple cider, bottle, 4.5%-5.5% abv",201507.0,99.8806492143,310218
37,37,"apple cider, bottle, 4.5%-5.5% abv",201508.0,100.193739993,310218
38,38,"apple cider, bottle, 4.5%-5.5% abv",201509.0,99.9213741708,310218
39,39,"apple cider, bottle, 4.5%-5.5% abv",201510.0,99.4606155975,310218
40,40,"apple cider, bottle, 4.5%-5.5% abv",201511.0,98.3768318216,310218
41,41,"apple cider, bottle, 4.5%-5.5% abv",201512.0,98.9012248093,310218
42,42,"apple cider, bottle, 4.5%-5.5% abv",201513.0,94.4211815944,310218
43,43,"apple cider, bottle, 4.5%-5.5% abv",201514.0,93.6248274468,310218
44,44,"apple cider, bottle, 4.5%-5.5% abv",201515.0,96.6245004465,310218
45,45,"apple cider, bottle, 4.5%-5.5% abv",201516.0,99.4339469178,310218
46,46,"apple cider, bottle, 4.5%-5.5% abv",201517.0,102.375378435,310218
47,47,"apple cider, bottle, 4.5%-5.5% abv",201518.0,102.410813518,310218
48,48,"apple cider, bottle, 4.5%-5.5% abv",201519.0,101.654978959,310218
49,49,"apple cider, bottle, 4.5%-5.5% abv",201520.0,100.525060817,310218
50,50,"apple cider, bottle, 4.5%-5.5% abv",201521.0,97.1656395495,310218
51,51,"apple cider, bottle, 4.5%-5.5% abv",201522.0,97.744520331,310218
52,52,"apple cider, bottle, 4.5%-5.5% abv",201523.0,98.3934140771,310218
53,53,"apple cider, bottle, 4.5%-5.5% abv",201524.0,98.4847939974,310218
54,54,"apple cider, bottle, 4.5%-5.5% abv",201525.0,98.3628489017,310218
55,55,"apple cider, bottle, 4.5%-5.5% abv",201526.0,97.9295600257,310218
56,56,"apple cider, bottle, 4.5%-5.5% abv",201527.0,100.824416181,310218
57,57,"apple cider, bottle, 4.5%-5.5% abv",201528.0,100.782793603,310218
58,58,"apple cider, bottle, 4.5%-5.5% abv",201529.0,100.154318535,310218
59,59,"apple cider, bottle, 4.5%-5.5% abv",201530.0,100.049627308,310218
60,60,"apple cider, bottle, 4.5%-5.5% abv",201531.0,97.5886438674,310218
61,61,"apple cider, bottle, 4.5%-5.5% abv",201532.0,96.1037825038,310218
62,62,"apple cider, bottle, 4.5%-5.5% abv",201533.0,98.5425132624,310218
63,63,"apple cider, bottle, 4.5%-5.5% abv",201534.0,98.8066700904,310218
64,64,"apple cider, bottle, 4.5%-5.5% abv",201535.0,97.4617826682,310218
65,65,"apple cider, bottle, 4.5%-5.5% abv",201536.0,97.1632062629,310218
66,66,"apple cider, bottle, 4.5%-5.5% abv",201537.0,99.2199699408,310218
67,67,"apple cider, bottle, 4.5%-5.5% abv",201538.0,98.1462201595,310218
68,68,"apple cider, bottle, 4.5%-5.5% abv",201539.0,95.6745996458,310218
69,69,"apple cider, bottle, 4.5%-5.5% abv",201540.0,94.8452262788,310218
70,70,"apple cider, bottle, 4.5%-5.5% abv",201541.0,98.6826139669,310218
71,71,"apple cider, bottle, 4.5%-5.5% abv",201542.0,99.1709518972,310218
72,72,"apple cider, bottle, 4.5%-5.5% abv",201544.0,100.375375242,310218
73,73,"apple cider, bottle, 4.5%-5.5% abv",201545.0,99.432054769,310218
74,74,"apple cider, bottle, 4.5%-5.5% abv",201546.0,98.7629516849,310218
75,75,"apple cider, bottle, 4.5%-5.5% abv",201547.0,99.8678246896,310218
76,76,"apple cider, bottle, 4.5%-5.5% abv",201548.0,99.8678246896,310218
77,77,"apple cider, bottle, 4.5%-5.5% abv",201549.0,98.5602516048,310218
78,78,"apple cider, bottle, 4.5%-5.5% abv",201550.0,97.9525727537,310218
79,79,"apple cider, bottle, 4.5%-5.5% abv",201551.0,93.8812311896,310218
80,80,"apple cider, bottle, 4.5%-5.5% abv",201552.0,93.4362497906,310218
81,81,"apple cider, bottle, 4.5%-5.5% abv",201601.0,98.5210293963,310218
82,82,"apple cider, bottle, 4.5%-5.5% abv",201602.0,98.9611561544,310218
83,83,"apple cider, bottle, 4.5%-5.5% abv",201603.0,98.0333729004,310218
84,84,"apple cider, bottle, 4.5%-5.5% abv",201604.0,98.1558031851,310218
85,85,"apple cider, bottle, 4.5%-5.5% abv",201605.0,98.3943587651,310218
86,86,"apple cider, bottle, 4.5%-5.5% abv",201606.0,98.8004005871,310218
87,87,"apple cider, bottle, 4.5%-5.5% abv",201607.0,98.8226753685,310218
88,88,"apple cider, bottle, 4.5%-5.5% abv",201608.0,98.2413131736,310218
89,89,"apple cider, bottle, 4.5%-5.5% abv",201609.0,97.8874785116,310218
90,90,"apple cider, bottle, 4.5%-5.5% abv",201610.0,95.5779582612,310218
91,91,"apple cider, bottle, 4.5%-5.5% abv",201611.0,95.6374586358,310218
92,92,"apple cider, bottle, 4.5%-5.5% abv",201612.0,96.423828246,310218
93,93,"apple cider, bottle, 4.5%-5.5% abv",201613.0,96.1512187943,310218
94,94,"apple cider, bottle, 4.5%-5.5% abv",201614.0,95.7895508969,310218
95,95,"apple cider, bottle, 4.5%-5.5% abv",201615.0,95.1450167907,310218
96,96,"apple cider, bottle, 4.5%-5.5% abv",201616.0,94.6034374472,310218
97,97,"apple cider, bottle, 4.5%-5.5% abv",201617.0,94.9213524398,310218
98,98,"apple cider, bottle, 4.5%-5.5% abv",201618.0,95.192792457,310218
99,99,"apple cider, bottle, 4.5%-5.5% abv",201619.0,95.5108934325,310218
100,100,"apple cider, bottle, 4.5%-5.5% abv",201620.0,95.9548815686,310218
101,101,"apple cider, bottle, 4.5%-5.5% abv",201621.0,95.0590762784,310218
102,102,"apple cider, bottle, 4.5%-5.5% abv",201622.0,94.4583690657,310218
103,103,"apple cider, bottle, 4.5%-5.5% abv",201623.0,94.3216467701,310218
104,104,"apple cider, bottle, 4.5%-5.5% abv",201624.0,93.9154223883,310218
105,105,"apple cider, bottle, 4.5%-5.5% abv",201625.0,93.6488109169,310218
106,106,"apple cider, bottle, 4.5%-5.5% abv",201626.0,93.863682472,310218
107,107,"apple cider, bottle, 4.5%-5.5% abv",201627.0,94.4591842954,310218
108,108,"apple cider, bottle, 4.5%-5.5% abv",201628.0,94.9571742067,310218
109,109,"apple cider, bottle, 4.5%-5.5% abv",201629.0,94.138308934,310218
110,110,"apple cider, bottle, 4.5%-5.5% abv",201630.0,94.296804537,310218
111,111,"apple cider, bottle, 4.5%-5.5% abv",201631.0,94.2461793998,310218
112,112,"apple cider, bottle, 4.5%-5.5% abv",201632.0,94.1450106482,310218
113,113,"apple cider, bottle, 4.5%-5.5% abv",201644.0,94.4790340967,310218
114,114,"apples, dessert, per kg",201423.0,100.0,212717
115,115,"apples, dessert, per kg",201424.0,96.6042913466,212717
116,116,"apples, dessert, per kg",201425.0,95.2751557352,212717
117,117,"apples, dessert, per kg",201426.0,99.3184475412,212717
118,118,"apples, dessert, per kg",201427.0,99.3687162354,212717
119,119,"apples, dessert, per kg",201428.0,98.9913763862,212717
120,120,"apples, dessert, per kg",201429.0,98.9412131095,212717
121,121,"apples, dessert, per kg",201430.0,98.8857990619,212717
122,122,"apples, dessert, per kg",201431.0,98.8857990619,212717
123,123,"apples, dessert, per kg",201432.0,98.8857990619,212717
124,124,"apples, dessert, per kg",201433.0,98.8857990619,212717
125,125,"apples, dessert, per kg",201434.0,98.8857990619,212717
126,126,"apples, dessert, per kg",201435.0,98.9917301056,212717
127,127,"apples, dessert, per kg",201436.0,97.3004012543,212717
128,128,"apples, dessert, per kg",201437.0,96.5612428518,212717
129,129,"apples, dessert, per kg",201438.0,96.5612428518,212717
130,130,"apples, dessert, per kg",201439.0,96.5612428518,212717
131,131,"apples, dessert, per kg",201440.0,96.6292928507,212717
132,132,"apples, dessert, per kg",201441.0,97.0096098668,212717
133,133,"apples, dessert, per kg",201442.0,96.9446036873,212717
134,134,"apples, dessert, per kg",201443.0,97.0096098668,212717
135,135,"apples, dessert, per kg",201444.0,96.8134600722,212717
136,136,"apples, dessert, per kg",201445.0,97.0096098668,212717
137,137,"apples, dessert, per kg",201446.0,97.0096098668,212717
138,138,"apples, dessert, per kg",201447.0,97.0096098668,212717
139,139,"apples, dessert, per kg",201448.0,97.0096098668,212717
140,140,"apples, dessert, per kg",201449.0,97.0096098668,212717
141,141,"apples, dessert, per kg",201450.0,96.5751736812,212717
142,142,"apples, dessert, per kg",201451.0,96.5751736812,212717
143,143,"apples, dessert, per kg",201452.0,96.8134600722,212717
144,144,"apples, dessert, per kg",201501.0,96.5897744734,212717
145,145,"apples, dessert, per kg",201502.0,96.5667251635,212717
146,146,"apples, dessert, per kg",201503.0,95.7905018775,212717
147,147,"apples, dessert, per kg",201504.0,96.2506482981,212717
148,148,"apples, dessert, per kg",201505.0,96.2655306249,212717
149,149,"apples, dessert, per kg",201506.0,97.1334025624,212717
150,150,"apples, dessert, per kg",201507.0,96.7191349988,212717
151,151,"apples, dessert, per kg",201508.0,96.5539231067,212717
152,152,"apples, dessert, per kg",201509.0,96.2225061303,212717
153,153,"apples, dessert, per kg",201510.0,96.2425900897,212717
154,154,"apples, dessert, per kg",201511.0,96.6086328215,212717
155,155,"apples, dessert, per kg",201512.0,96.729774725,212717
156,156,"apples, dessert, per kg",201513.0,97.8932217172,212717
157,157,"apples, dessert, per kg",201514.0,98.2889902657,212717
158,158,"apples, dessert, per kg",201515.0,98.9478113159,212717
159,159,"apples, dessert, per kg",201516.0,99.1743331064,212717
160,160,"apples, dessert, per kg",201517.0,100.177705753,212717
161,161,"apples, dessert, per kg",201518.0,100.510016101,212717
162,162,"apples, dessert, per kg",201519.0,100.752656456,212717
163,163,"apples, dessert, per kg",201520.0,100.94308478,212717
164,164,"apples, dessert, per kg",201521.0,100.543173782,212717
165,165,"apples, dessert, per kg",201522.0,100.665028808,212717
166,166,"apples, dessert, per kg",201523.0,99.872026632,212717
167,167,"apples, dessert, per kg",201524.0,99.6747541076,212717
168,168,"apples, dessert, per kg",201525.0,100.097779997,212717
169,169,"apples, dessert, per kg",201526.0,100.097779997,212717
170,170,"apples, dessert, per kg",201527.0,100.453455997,212717
171,171,"apples, dessert, per kg",201528.0,99.7980068187,212717
172,172,"apples, dessert, per kg",201529.0,101.487119938,212717
173,173,"apples, dessert, per kg",201530.0,101.796543326,212717
174,174,"apples, dessert, per kg",201531.0,101.374116703,212717
175,175,"apples, dessert, per kg",201532.0,101.205637288,212717
176,176,"apples, dessert, per kg",201533.0,99.9746080322,212717
177,177,"apples, dessert, per kg",201534.0,99.308879915,212717
178,178,"apples, dessert, per kg",201535.0,100.342782854,212717
179,179,"apples, dessert, per kg",201536.0,100.958705018,212717
180,180,"apples, dessert, per kg",201537.0,100.730397724,212717
181,181,"apples, dessert, per kg",201538.0,98.4812695313,212717
182,182,"apples, dessert, per kg",201539.0,99.2068314361,212717
183,183,"apples, dessert, per kg",201540.0,95.7527984094,212717
184,184,"apples, dessert, per kg",201541.0,91.9447891822,212717
185,185,"apples, dessert, per kg",201542.0,90.7140699393,212717
186,186,"apples, dessert, per kg",201544.0,93.7057684205,212717
187,187,"apples, dessert, per kg",201545.0,95.6073454763,212717
188,188,"apples, dessert, per kg",201546.0,95.9070027254,212717
189,189,"apples, dessert, per kg",201547.0,96.8729439325,212717
190,190,"apples, dessert, per kg",201548.0,96.4686386597,212717
191,191,"apples, dessert, per kg",201549.0,96.8964867164,212717
192,192,"apples, dessert, per kg",201550.0,94.1464682084,212717
193,193,"apples, dessert, per kg",201551.0,93.5212075126,212717
194,194,"apples, dessert, per kg",201552.0,93.5610014293,212717
195,195,"apples, dessert, per kg",201601.0,97.5142111578,212717
196,196,"apples, dessert, per kg",201602.0,97.6235190981,212717
197,197,"apples, dessert, per kg",201603.0,100.990042139,212717
198,198,"apples, dessert, per kg",201604.0,101.528023191,212717
199,199,"apples, dessert, per kg",201605.0,99.6520332122,212717
200,200,"apples, dessert, per kg",201606.0,99.7293042654,212717
201,201,"apples, dessert, per kg",201607.0,100.533781702,212717
202,202,"apples, dessert, per kg",201608.0,101.458352581,212717
203,203,"apples, dessert, per kg",201609.0,100.184547084,212717
204,204,"apples, dessert, per kg",201610.0,93.7598860941,212717
205,205,"apples, dessert, per kg",201611.0,95.0838278484,212717
206,206,"apples, dessert, per kg",201612.0,97.5142111578,212717
207,207,"apples, dessert, per kg",201613.0,95.7267340279,212717
208,208,"apples, dessert, per kg",201614.0,92.4330848722,212717
209,209,"apples, dessert, per kg",201615.0,92.0531673328,212717
210,210,"apples, dessert, per kg",201616.0,93.9321188377,212717
211,211,"apples, dessert, per kg",201617.0,95.8110075629,212717
212,212,"apples, dessert, per kg",201618.0,96.6170017686,212717
213,213,"apples, dessert, per kg",201619.0,93.9611248831,212717
214,214,"apples, dessert, per kg",201620.0,93.9611248831,212717
215,215,"apples, dessert, per kg",201621.0,93.9611248831,212717
216,216,"apples, dessert, per kg",201622.0,93.9611248831,212717
217,217,"apples, dessert, per kg",201623.0,93.9611248831,212717
218,218,"apples, dessert, per kg",201624.0,93.9611248831,212717
219,219,"apples, dessert, per kg",201625.0,93.9611248831,212717
220,220,"apples, dessert, per kg",201626.0,93.6130158961,212717
221,221,"apples, dessert, per kg",201627.0,93.6130158961,212717
222,222,"apples, dessert, per kg",201628.0,93.1893002941,212717
223,223,"apples, dessert, per kg",201629.0,93.1893002941,212717
224,224,"apples, dessert, per kg",201630.0,93.1893002941,212717
225,225,"apples, dessert, per kg",201631.0,93.1893002941,212717
226,226,"apples, dessert, per kg",201632.0,93.1893002941,212717
227,227,"apples, dessert, per kg",201644.0,98.1110133229,212717
228,228,"bananas, per kg",201423.0,100.0,212719
229,229,"bananas, per kg",201424.0,100.0,212719
230,230,"bananas, per kg",201425.0,103.634493273,212719
231,231,"bananas, per kg",201426.0,110.512682064,212719
232,232,"bananas, per kg",201427.0,110.512682064,212719
233,233,"bananas, per kg",201428.0,110.512682064,212719
234,234,"bananas, per kg",201429.0,110.512682064,212719
235,235,"bananas, per kg",201430.0,110.512682064,212719
236,236,"bananas, per kg",201431.0,110.512682064,212719
237,237,"bananas, per kg",201432.0,110.512682064,212719
238,238,"bananas, per kg",201433.0,110.512682064,212719
239,239,"bananas, per kg",201434.0,110.512682064,212719
240,240,"bananas, per kg",201435.0,110.512682064,212719
241,241,"bananas, per kg",201436.0,107.785189422,212719
242,242,"bananas, per kg",201437.0,107.785189422,212719
243,243,"bananas, per kg",201438.0,110.512682064,212719
244,244,"bananas, per kg",201439.0,106.636968614,212719
245,245,"bananas, per kg",201440.0,100.0,212719
246,246,"bananas, per kg",201441.0,100.0,212719
247,247,"bananas, per kg",201442.0,100.0,212719
248,248,"bananas, per kg",201443.0,100.0,212719
249,249,"bananas, per kg",201444.0,100.0,212719
250,250,"bananas, per kg",201445.0,100.0,212719
251,251,"bananas, per kg",201446.0,100.0,212719
252,252,"bananas, per kg",201447.0,100.0,212719
253,253,"bananas, per kg",201448.0,100.0,212719
254,254,"bananas, per kg",201449.0,100.0,212719
255,255,"bananas, per kg",201450.0,100.0,212719
256,256,"bananas, per kg",201451.0,100.0,212719
257,257,"bananas, per kg",201452.0,100.0,212719
258,258,"bananas, per kg",201501.0,100.0,212719
259,259,"bananas, per kg",201502.0,100.0,212719
260,260,"bananas, per kg",201503.0,100.0,212719
261,261,"bananas, per kg",201504.0,100.0,212719
262,262,"bananas, per kg",201505.0,97.3327591669,212719
263,263,"bananas, per kg",201506.0,95.3791199527,212719
264,264,"bananas, per kg",201507.0,95.3791199527,212719
265,265,"bananas, per kg",201508.0,95.3791199527,212719
266,266,"bananas, per kg",201509.0,95.3791199527,212719
267,267,"bananas, per kg",201510.0,95.3791199527,212719
268,268,"bananas, per kg",201511.0,93.8867735417,212719
269,269,"bananas, per kg",201512.0,95.3791199527,212719
270,270,"bananas, per kg",201513.0,95.3791199527,212719
271,271,"bananas, per kg",201514.0,95.3791199527,212719
272,272,"bananas, per kg",201515.0,93.8867735417,212719
273,273,"bananas, per kg",201516.0,95.3791199527,212719
274,274,"bananas, per kg",201517.0,95.3791199527,212719
275,275,"bananas, per kg",201518.0,95.3791199527,212719
276,276,"bananas, per kg",201519.0,93.8867735417,212719
277,277,"bananas, per kg",201520.0,95.3791199527,212719
278,278,"bananas, per kg",201521.0,95.3791199527,212719
279,279,"bananas, per kg",201522.0,95.3791199527,212719
280,280,"bananas, per kg",201523.0,95.3791199527,212719
281,281,"bananas, per kg",201524.0,95.3791199527,212719
282,282,"bananas, per kg",201525.0,100.0,212719
283,283,"bananas, per kg",201526.0,100.0,212719
284,284,"bananas, per kg",201527.0,95.3791199527,212719
285,285,"bananas, per kg",201528.0,95.3791199527,212719
286,286,"bananas, per kg",201529.0,95.3791199527,212719
287,287,"bananas, per kg",201530.0,95.3791199527,212719
288,288,"bananas, per kg",201531.0,95.3791199527,212719
289,289,"bananas, per kg",201532.0,95.3791199527,212719
290,290,"bananas, per kg",201533.0,95.3791199527,212719
291,291,"bananas, per kg",201534.0,95.3791199527,212719
292,292,"bananas, per kg",201535.0,95.3791199527,212719
293,293,"bananas, per kg",201536.0,95.3791199527,212719
294,294,"bananas, per kg",201537.0,95.3791199527,212719
295,295,"bananas, per kg",201538.0,95.3791199527,212719
296,296,"bananas, per kg",201539.0,95.3791199527,212719
297,297,"bananas, per kg",201540.0,93.8867735417,212719
298,298,"bananas, per kg",201541.0,93.8867735417,212719
299,299,"bananas, per kg",201542.0,93.8867735417,212719
300,300,"bananas, per kg",201544.0,95.3791199527,212719
301,301,"bananas, per kg",201545.0,95.3791199527,212719
302,302,"bananas, per kg",201546.0,95.3791199527,212719
303,303,"bananas, per kg",201547.0,95.3791199527,212719
304,304,"bananas, per kg",201548.0,95.3791199527,212719
305,305,"bananas, per kg",201549.0,95.3791199527,212719
306,306,"bananas, per kg",201550.0,95.3791199527,212719
307,307,"bananas, per kg",201551.0,95.3791199527,212719
308,308,"bananas, per kg",201552.0,95.3791199527,212719
309,309,"bananas, per kg",201601.0,95.3791199527,212719
310,310,"bananas, per kg",201602.0,95.3791199527,212719
311,311,"bananas, per kg",201603.0,95.3791199527,212719
312,312,"bananas, per kg",201604.0,95.3791199527,212719
313,313,"bananas, per kg",201605.0,95.3791199527,212719
314,314,"bananas, per kg",201606.0,95.3791199527,212719
315,315,"bananas, per kg",201607.0,95.3791199527,212719
316,316,"bananas, per kg",201608.0,95.3791199527,212719
317,317,"bananas, per kg",201609.0,95.3791199527,212719
318,318,"bananas, per kg",201610.0,95.3791199527,212719
319,319,"bananas, per kg",201611.0,95.3791199527,212719
320,320,"bananas, per kg",201612.0,95.3791199527,212719
321,321,"bananas, per kg",201613.0,95.3791199527,212719
322,322,"bananas, per kg",201614.0,95.2980384793,212719
323,323,"bananas, per kg",201615.0,95.0552073873,212719
324,324,"bananas, per kg",201616.0,95.0552073873,212719
325,325,"bananas, per kg",201617.0,95.0552073873,212719
326,326,"bananas, per kg",201618.0,95.0552073873,212719
327,327,"bananas, per kg",201619.0,94.8245149714,212719
328,328,"bananas, per kg",201620.0,95.3791199527,212719
329,329,"bananas, per kg",201621.0,95.3791199527,212719
330,330,"bananas, per kg",201622.0,95.3791199527,212719
331,331,"bananas, per kg",201623.0,95.3791199527,212719
332,332,"bananas, per kg",201624.0,95.3791199527,212719
333,333,"bananas, per kg",201625.0,95.3791199527,212719
334,334,"bananas, per kg",201626.0,95.3791199527,212719
335,335,"bananas, per kg",201627.0,95.3791199527,212719
336,336,"bananas, per kg",201628.0,95.3791199527,212719
337,337,"bananas, per kg",201629.0,95.3791199527,212719
338,338,"bananas, per kg",201630.0,95.3791199527,212719
339,339,"bananas, per kg",201631.0,95.3791199527,212719
340,340,"bananas, per kg",201632.0,95.3791199527,212719
341,341,"bananas, per kg",201644.0,95.3791199527,212719
342,342,"bitter, 4 cans, 3.4%-7.5% abv",201423.0,100.0,310207
343,343,"bitter, 4 cans, 3.4%-7.5% abv",201424.0,99.8892371103,310207
344,344,"bitter, 4 cans, 3.4%-7.5% abv",201425.0,99.5458010288,310207
345,345,"bitter, 4 cans, 3.4%-7.5% abv",201426.0,99.4490662067,310207
346,346,"bitter, 4 cans, 3.4%-7.5% abv",201427.0,99.7212888133,310207
347,347,"bitter, 4 cans, 3.4%-7.5% abv",201428.0,99.9905871729,310207
348,348,"bitter, 4 cans, 3.4%-7.5% abv",201429.0,100.335807546,310207
349,349,"bitter, 4 cans, 3.4%-7.5% abv",201430.0,100.914481149,310207
350,350,"bitter, 4 cans, 3.4%-7.5% abv",201431.0,100.834102859,310207
351,351,"bitter, 4 cans, 3.4%-7.5% abv",201432.0,99.7762709844,310207
352,352,"bitter, 4 cans, 3.4%-7.5% abv",201433.0,98.9726835281,310207
353,353,"bitter, 4 cans, 3.4%-7.5% abv",201434.0,99.3265627821,310207
354,354,"bitter, 4 cans, 3.4%-7.5% abv",201435.0,99.8882517096,310207
355,355,"bitter, 4 cans, 3.4%-7.5% abv",201436.0,99.9904924558,310207
356,356,"bitter, 4 cans, 3.4%-7.5% abv",201437.0,99.9881050859,310207
357,357,"bitter, 4 cans, 3.4%-7.5% abv",201438.0,100.071041843,310207
358,358,"bitter, 4 cans, 3.4%-7.5% abv",201439.0,99.4924663663,310207
359,359,"bitter, 4 cans, 3.4%-7.5% abv",201440.0,99.4759889991,310207
360,360,"bitter, 4 cans, 3.4%-7.5% abv",201441.0,99.5595267765,310207
361,361,"bitter, 4 cans, 3.4%-7.5% abv",201442.0,99.10387776,310207
362,362,"bitter, 4 cans, 3.4%-7.5% abv",201443.0,98.706894521,310207
363,363,"bitter, 4 cans, 3.4%-7.5% abv",201444.0,98.1279052362,310207
364,364,"bitter, 4 cans, 3.4%-7.5% abv",201445.0,97.3805273324,310207
365,365,"bitter, 4 cans, 3.4%-7.5% abv",201446.0,97.0857840728,310207
366,366,"bitter, 4 cans, 3.4%-7.5% abv",201447.0,97.3233916228,310207
367,367,"bitter, 4 cans, 3.4%-7.5% abv",201448.0,97.1580812607,310207
368,368,"bitter, 4 cans, 3.4%-7.5% abv",201449.0,97.5379898411,310207
369,369,"bitter, 4 cans, 3.4%-7.5% abv",201450.0,97.9640116035,310207
370,370,"bitter, 4 cans, 3.4%-7.5% abv",201451.0,97.1518100525,310207
371,371,"bitter, 4 cans, 3.4%-7.5% abv",201452.0,97.362470859,310207
372,372,"bitter, 4 cans, 3.4%-7.5% abv",201501.0,97.0184914286,310207
373,373,"bitter, 4 cans, 3.4%-7.5% abv",201502.0,96.187840483,310207
374,374,"bitter, 4 cans, 3.4%-7.5% abv",201503.0,96.3628964812,310207
375,375,"bitter, 4 cans, 3.4%-7.5% abv",201504.0,97.4161201978,310207
376,376,"bitter, 4 cans, 3.4%-7.5% abv",201505.0,98.0553327567,310207
377,377,"bitter, 4 cans, 3.4%-7.5% abv",201506.0,98.0217088462,310207
378,378,"bitter, 4 cans, 3.4%-7.5% abv",201507.0,97.9533069178,310207
379,379,"bitter, 4 cans, 3.4%-7.5% abv",201508.0,97.7415775949,310207
380,380,"bitter, 4 cans, 3.4%-7.5% abv",201509.0,97.6659442105,310207
381,381,"bitter, 4 cans, 3.4%-7.5% abv",201510.0,95.1620063461,310207
382,382,"bitter, 4 cans, 3.4%-7.5% abv",201511.0,91.4311629576,310207
383,383,"bitter, 4 cans, 3.4%-7.5% abv",201512.0,90.1696082473,310207
384,384,"bitter, 4 cans, 3.4%-7.5% abv",201513.0,89.360559448,310207
385,385,"bitter, 4 cans, 3.4%-7.5% abv",201514.0,89.774477643,310207
386,386,"bitter, 4 cans, 3.4%-7.5% abv",201515.0,89.8895036635,310207
387,387,"bitter, 4 cans, 3.4%-7.5% abv",201516.0,93.3595396663,310207
388,388,"bitter, 4 cans, 3.4%-7.5% abv",201517.0,96.4940487673,310207
389,389,"bitter, 4 cans, 3.4%-7.5% abv",201518.0,96.4105602209,310207
390,390,"bitter, 4 cans, 3.4%-7.5% abv",201519.0,96.7263929448,310207
391,391,"bitter, 4 cans, 3.4%-7.5% abv",201520.0,96.3412320601,310207
392,392,"bitter, 4 cans, 3.4%-7.5% abv",201521.0,96.1846509014,310207
393,393,"bitter, 4 cans, 3.4%-7.5% abv",201522.0,96.3370545967,310207
394,394,"bitter, 4 cans, 3.4%-7.5% abv",201523.0,96.584010394,310207
395,395,"bitter, 4 cans, 3.4%-7.5% abv",201524.0,96.5923689383,310207
396,396,"bitter, 4 cans, 3.4%-7.5% abv",201525.0,96.1489867831,310207
397,397,"bitter, 4 cans, 3.4%-7.5% abv",201526.0,95.453477297,310207
398,398,"bitter, 4 cans, 3.4%-7.5% abv",201527.0,95.7666832108,310207
399,399,"bitter, 4 cans, 3.4%-7.5% abv",201528.0,96.0057347254,310207
400,400,"bitter, 4 cans, 3.4%-7.5% abv",201529.0,96.0959923121,310207
401,401,"bitter, 4 cans, 3.4%-7.5% abv",201530.0,95.9094426897,310207
