,i,ons_item_number,period,unit
320,8,211305.0,201509,99.05082544666742
321,9,211305.0,201510,99.02559797881722
322,10,211305.0,201511,99.31152426794337
323,11,211305.0,201512,99.55986740468305
324,12,211305.0,201513,99.6810346290096
325,45,211305.0,201514,99.6614604231244
326,46,211305.0,201515,96.77278245618449
327,47,211305.0,201516,96.20089952325121
328,48,211305.0,201517,96.1720866744113
329,49,211305.0,201518,98.5017496713277
330,50,211305.0,201519,100.00680155021652
331,13,211305.0,201520,100.31045172320168
332,14,211305.0,201521,99.7842373477418
333,15,211305.0,201522,99.49683845826836
334,16,211305.0,201523,99.49944649572019
335,17,211305.0,201524,98.27556028366033
336,18,211305.0,201525,97.98364525068418
337,19,211305.0,201526,98.1801353618839
338,20,211305.0,201527,97.22278715537863
339,21,211305.0,201528,97.64856947830421
340,22,211305.0,201529,97.56527837821561
341,23,211305.0,201530,98.88758401551232
342,24,211305.0,201531,99.61587324997312
343,25,211305.0,201532,99.48460579810383
344,26,211305.0,201533,98.00606112829507
345,27,211305.0,201534,97.18922162276226
346,28,211305.0,201535,95.27419839647966
347,29,211305.0,201536,96.71686586670664
348,30,211305.0,201537,98.17500260315157
349,31,211305.0,201538,99.76251983220628
350,32,211305.0,201539,99.90055795009462
351,33,211305.0,201540,100.03431753657695
352,34,211305.0,201541,99.27659164721895
353,35,211305.0,201542,96.22230519353592
354,36,211305.0,201543,95.80006223119906
355,37,211305.0,201545,96.19278476646194
356,38,211305.0,201546,96.72182932598604
357,39,211305.0,201547,95.00664521760619
358,40,211305.0,201548,93.55374657588172
359,41,211305.0,201549,92.86190234587085
360,42,211305.0,201550,94.19084512304623
361,43,211305.0,201551,94.96215071104398
362,44,211305.0,201552,95.04907049380166
363,51,211305.0,201601,94.72288586854735
364,0,211501.0,201501,100.0
365,1,211501.0,201502,99.9065869457474
366,2,211501.0,201503,99.58332697236388
367,3,211501.0,201504,99.36041363161277
368,4,211501.0,201505,99.02517133757833
369,5,211501.0,201506,99.1698931595396
370,6,211501.0,201507,97.83204061666034
371,7,211501.0,201508,96.96440760575878
372,8,211501.0,201509,97.17224504171475
373,9,211501.0,201510,99.62059325221816
374,10,211501.0,201511,100.73489034030673
375,11,211501.0,201512,100.3941794611334
376,12,211501.0,201513,99.67880345380263
377,13,211501.0,201514,99.42826586421069
378,14,211501.0,201515,99.12406842309107
379,15,211501.0,201516,98.09377335803994
380,16,211501.0,201517,98.24677791550404
381,17,211501.0,201518,98.78974529462987
382,18,211501.0,201519,98.74391694661071
383,19,211501.0,201520,98.63501847712713
384,20,211501.0,201521,99.19049591333781
385,21,211501.0,201522,99.35773223078563
386,22,211501.0,201523,99.52498537071813
387,23,211501.0,201524,98.76232379548642
388,24,211501.0,201525,98.6449665097069
389,49,211501.0,201526,99.49576088056746
390,50,211501.0,201527,100.85789555438558
391,25,211501.0,201528,99.26003296172962
392,26,211501.0,201529,99.34822529453683
393,27,211501.0,201530,98.5536663180122
394,28,211501.0,201531,97.90673711053734
395,29,211501.0,201532,97.70179859866776
396,30,211501.0,201533,98.68936346134909
397,31,211501.0,201534,99.26411315417205
398,32,211501.0,201535,99.09732770252705
399,33,211501.0,201536,98.68448173467353
400,34,211501.0,201537,98.24419113524593
401,35,211501.0,201538,94.64977189975752
402,36,211501.0,201539,94.66547833435749
403,37,211501.0,201540,95.98776569231616
404,38,211501.0,201541,96.88573234988367
405,39,211501.0,201542,96.10788297310252
406,40,211501.0,201543,95.38507236848184
407,43,211501.0,201545,93.9847648660562
408,41,211501.0,201546,94.17203368559875
409,42,211501.0,201547,93.37290508438824
410,44,211501.0,201548,90.23403111948488
411,45,211501.0,201549,90.52777199238398
412,46,211501.0,201550,91.02982434448813
413,47,211501.0,201551,94.07193914286142
414,48,211501.0,201552,93.98526911649884
415,51,211501.0,201601,91.11773009961017
416,9,211709.0,201501,100.0
417,10,211709.0,201502,99.80252658548068
418,48,211709.0,201503,99.48876559832458
419,0,211709.0,201504,99.79735163379316
420,1,211709.0,201505,99.70605128190321
421,2,211709.0,201506,99.50802203231694
422,3,211709.0,201507,99.51001022542526
423,4,211709.0,201508,99.50802203231694
424,5,211709.0,201509,99.49605285547763
425,6,211709.0,201510,99.22460123017449
426,7,211709.0,201511,99.17744297414217
427,8,211709.0,201512,99.30021495002306
428,11,211709.0,201513,97.82240152342212
429,12,211709.0,201514,97.83188791562519
430,13,211709.0,201515,98.88109190848807
431,14,211709.0,201516,99.22822663182396
432,15,211709.0,201517,99.21860484187897
433,49,211709.0,201518,99.23245711664214
434,50,211709.0,201519,99.30021495002306
435,16,211709.0,201520,99.29307123483608
436,17,211709.0,201521,98.87502252681288
437,18,211709.0,201522,98.47771521537118
438,19,211709.0,201523,98.44186833146472
439,20,211709.0,201524,98.96026617395115
440,21,211709.0,201525,99.13404850510607
441,22,211709.0,201526,98.91412104896534
442,23,211709.0,201527,98.20004759314807
443,24,211709.0,201528,98.25045525323345
444,25,211709.0,201529,98.25045525323345
445,26,211709.0,201530,98.43745849530285
446,27,211709.0,201531,98.5779444684104
447,28,211709.0,201532,98.60549997318111
448,29,211709.0,201533,97.71509492278614
449,30,211709.0,201534,97.54949044201156
450,31,211709.0,201535,97.54949044201156
451,32,211709.0,201536,97.65820904522003
452,33,211709.0,201537,97.94539842742822
453,34,211709.0,201538,99.03049350775382
454,35,211709.0,201539,98.69468926563508
455,36,211709.0,201540,98.19332622215717
456,37,211709.0,201541,98.1421894209421
457,38,211709.0,201542,98.1421894209421
458,39,211709.0,201543,98.1421894209421
459,40,211709.0,201545,97.75106962092173
460,41,211709.0,201546,97.75106962092174
461,42,211709.0,201547,97.75106962092173
462,43,211709.0,201548,98.3836661123817
463,44,211709.0,201549,98.52927950254843
464,45,211709.0,201550,98.52927950254843
465,46,211709.0,201551,98.52927950254843
466,47,211709.0,201552,98.52927950254843
467,51,211709.0,201601,97.93120558812888
468,45,211710.0,201501,100.0
469,46,211710.0,201502,100.0
470,47,211710.0,201503,100.0
471,48,211710.0,201504,100.0
472,0,211710.0,201505,99.63685095678132
473,1,211710.0,201506,99.09860440797937
474,2,211710.0,201507,99.09860440797937
475,3,211710.0,201508,99.09860440797937
476,4,211710.0,201509,99.09860440797937
477,5,211710.0,201510,99.09860440797937
478,6,211710.0,201511,99.09860440797937
479,7,211710.0,201512,99.09860440797937
480,8,211710.0,201513,99.09860440797937
481,9,211710.0,201514,99.20673635371276
482,10,211710.0,201515,99.25002216164175
483,11,211710.0,201516,99.25002216164175
484,12,211710.0,201517,99.25002216164175
485,49,211710.0,201518,99.25002216164175
486,50,211710.0,201519,99.25002216164175
487,13,211710.0,201520,99.25002216164175
488,14,211710.0,201521,99.25002216164175
489,15,211710.0,201522,99.19666804711157
490,16,211710.0,201523,98.96065117049592
491,17,211710.0,201524,98.96065117049592
492,18,211710.0,201525,98.96065117049592
493,19,211710.0,201526,98.96065117049592
494,20,211710.0,201527,98.96065117049592
495,21,211710.0,201528,99.03453079076596
496,22,211710.0,201529,99.03453079076596
497,23,211710.0,201530,99.03453079076596
498,24,211710.0,201531,99.03453079076596
499,25,211710.0,201532,99.38452724461034
500,26,211710.0,201533,100.0
501,27,211710.0,201534,100.0
502,28,211710.0,201535,100.0
503,29,211710.0,201536,100.0
504,30,211710.0,201537,100.84395639380608
505,31,211710.0,201538,101.18352993108476
506,32,211710.0,201539,101.18352993108476
507,33,211710.0,201540,101.18352993108476
508,34,211710.0,201541,100.21186630676955
509,35,211710.0,201542,100.21186630676955
510,36,211710.0,201543,100.21186630676955
511,37,211710.0,201545,101.18352993108476
512,38,211710.0,201546,101.18352993108476
513,39,211710.0,201547,101.18352993108476
514,40,211710.0,201548,101.18352993108476
515,41,211710.0,201549,101.18352993108476
516,42,211710.0,201550,101.18352993108476
517,43,211710.0,201551,101.18352993108476
518,44,211710.0,201552,101.18352993108476
519,51,211710.0,201601,101.18352993108476
520,0,211807.0,201501,100.0
521,1,211807.0,201502,88.27949067935053
522,2,211807.0,201503,87.55842983268201
523,3,211807.0,201504,93.60295997620703
524,4,211807.0,201505,108.36635881138936
525,5,211807.0,201506,119.75512801488246
526,6,211807.0,201507,117.36489295077708
527,7,211807.0,201508,114.36514657015738
528,8,211807.0,201509,114.57562490843718
529,9,211807.0,201510,115.94815605056606
530,10,211807.0,201511,115.60724728394275
531,11,211807.0,201512,114.86534996176596
532,12,211807.0,201513,116.27460442173417
533,13,211807.0,201514,116.27321573283047
534,14,211807.0,201515,117.45236463676412
535,15,211807.0,201516,117.92752547438103
536,16,211807.0,201517,117.92752547438103
537,17,211807.0,201518,118.80758455213522
538,18,211807.0,201519,118.87647402717351
539,19,211807.0,201520,118.489027745014
540,20,211807.0,201521,122.35532838440619
541,21,211807.0,201522,104.11664390732346
542,22,211807.0,201523,124.81056237274753
543,23,211807.0,201524,120.51000927454061
544,24,211807.0,201525,122.2043257977622
545,50,211807.0,201526,193.06977288832502
546,49,211807.0,201527,193.06977288832502
547,25,211807.0,201528,128.75200287072948
548,26,211807.0,201529,128.75200287072948
549,27,211807.0,201530,121.88618353335174
550,28,211807.0,201531,117.90970940405619
551,29,211807.0,201532,117.90970940405619
552,30,211807.0,201533,124.80848094042562
553,31,211807.0,201534,125.05019102129107
554,32,211807.0,201535,122.63343381901987
555,33,211807.0,201536,122.90665886690302
556,34,211807.0,201537,123.44720820567676
557,35,211807.0,201538,118.2016827377705
558,36,211807.0,201539,117.96123364523201
559,37,211807.0,201540,118.35634250870118
560,38,211807.0,201541,117.571105595616
561,39,211807.0,201542,116.53090331197329
562,40,211807.0,201543,116.13349728789039
563,41,211807.0,201545,119.6448678597531
564,42,211807.0,201546,117.58986613715399
565,43,211807.0,201547,121.88997326617074
566,44,211807.0,201548,130.84930070057715
567,45,211807.0,201549,130.29940911979804
568,46,211807.0,201550,128.7441891013843
569,47,211807.0,201551,131.9902011511897
570,48,211807.0,201552,134.84592776585805
571,51,211807.0,201601,125.98479807459006
572,0,211814.0,201501,100.0
573,1,211814.0,201502,99.80271434798793
574,2,211814.0,201503,99.73653221006734
575,3,211814.0,201504,99.69726004159813
576,4,211814.0,201505,99.5356277213444
577,5,211814.0,201506,99.53243265264156
578,6,211814.0,201507,99.82567169069422
579,7,211814.0,201508,100.05709606988438
580,8,211814.0,201509,100.05790047264726
581,9,211814.0,201510,99.91454304049061
582,10,211814.0,201511,99.80715977268589
583,11,211814.0,201512,99.78741206358406
584,12,211814.0,201513,99.76770172004828
585,13,211814.0,201514,99.74776378409778
586,14,211814.0,201515,99.97329539496393
587,15,211814.0,201516,100.0600142625562
588,16,211814.0,201517,100.06135827757167
589,17,211814.0,201518,100.07088276327885
590,18,211814.0,201519,100.07088276327885
591,19,211814.0,201520,100.07027671486466
592,20,211814.0,201521,99.89629247790846
593,21,211814.0,201522,100.25494911675574
594,22,211814.0,201523,100.3415700240028
595,23,211814.0,201524,99.23815405557986
596,24,211814.0,201525,98.74142566930726
597,25,211814.0,201526,98.63504719685409
598,26,211814.0,201527,99.61420398064685
599,27,211814.0,201528,99.22107054071029
600,28,211814.0,201529,99.22107054071029
601,29,211814.0,201530,99.40390589171794
602,30,211814.0,201531,99.35376372623159
603,31,211814.0,201532,99.34751010116216
604,32,211814.0,201533,99.19252991346447
605,33,211814.0,201534,98.64602583710595
606,34,211814.0,201535,97.75300119340015
607,35,211814.0,201536,97.73118448250032
608,36,211814.0,201537,97.26074914553885
609,37,211814.0,201538,98.18397716306697
610,38,211814.0,201539,98.64865416131987
611,39,211814.0,201540,98.58851460857959
612,40,211814.0,201541,97.54179177185948
613,41,211814.0,201542,97.25571926916203
614,42,211814.0,201543,97.59167480000805
615,43,211814.0,201545,98.48747146226009
616,44,211814.0,201546,98.89693006482399
617,45,211814.0,201547,98.78526393444753
618,46,211814.0,201548,99.00409591121249
619,47,211814.0,201549,99.15594915945832
620,48,211814.0,201550,99.46278307183697
621,49,211814.0,201551,99.48909399713001
622,50,211814.0,201552,99.48909399713001
623,51,211814.0,201601,98.76693764024989
624,0,211901.0,201501,100.0
625,1,211901.0,201502,101.8565769121394
626,19,211901.0,201503,101.34571355508943
627,20,211901.0,201504,101.92872322195616
628,2,211901.0,201505,102.11701681374103
629,3,211901.0,201506,102.6468848945914
630,4,211901.0,201507,102.81553442671647
631,5,211901.0,201508,102.71356702526563
632,6,211901.0,201509,102.76646632880767
633,7,211901.0,201510,103.11856050155276
634,8,211901.0,201511,103.2450662118379
635,9,211901.0,201512,102.91313969788929
636,10,211901.0,201513,104.96516195669913
637,11,211901.0,201514,105.98837695468195
638,12,211901.0,201515,107.04600290804933
639,13,211901.0,201516,105.87368024060142
640,14,211901.0,201517,106.1613522455001
641,15,211901.0,201518,105.55516186491884
642,16,211901.0,201519,103.7692515760235
643,17,211901.0,201520,101.37280716433574
644,18,211901.0,201521,103.99793792260166
645,25,211901.0,201522,104.50888471812156
646,26,211901.0,201523,102.93836583283263
647,27,211901.0,201524,100.99804912738585
648,28,211901.0,201525,103.14788349622583
649,29,211901.0,201526,106.37689617118211
650,30,211901.0,201527,104.76167368226537
651,31,211901.0,201528,102.73081079792448
652,32,211901.0,201529,102.20444830104817
653,33,211901.0,201530,101.63476266879512
654,34,211901.0,201531,101.11403381844634
655,35,211901.0,201532,101.77889353351439
656,36,211901.0,201533,101.18357574864427
657,37,211901.0,201534,100.68947411861228
658,38,211901.0,201535,100.99125376885576
659,39,211901.0,201536,101.89349265576509
660,40,211901.0,201537,102.44539107413158
661,41,211901.0,201538,100.04138846087136
662,42,211901.0,201539,99.21264655743943
663,23,211901.0,201540,99.82006170083537
664,24,211901.0,201541,101.35600768673167
665,21,211901.0,201542,100.88864012667823
666,22,211901.0,201543,100.96041236454643
667,43,211901.0,201545,102.11891655105991
668,44,211901.0,201546,100.13439773489021
669,45,211901.0,201547,100.87603296265199
670,46,211901.0,201548,101.88992130034595
671,47,211901.0,201549,104.68948061201684
672,48,211901.0,201550,104.16488766633103
673,49,211901.0,201551,104.03999634469972
674,50,211901.0,201552,107.57653789934905
675,51,211901.0,201601,99.17999551777093
676,5,212006.0,201501,100.0
677,6,212006.0,201502,99.73780314379312
678,7,212006.0,201503,99.69949057943975
679,8,212006.0,201504,99.24528694857558
680,9,212006.0,201505,99.66705721410483
681,10,212006.0,201506,99.66705721410483
682,11,212006.0,201507,99.15596125512904
683,12,212006.0,201508,99.12170537933682
684,13,212006.0,201509,99.19811690481075
685,14,212006.0,201510,99.1250877655647
686,15,212006.0,201511,99.26976035254278
687,16,212006.0,201512,99.33214282109729
688,17,212006.0,201513,99.33214282109729
689,18,212006.0,201514,99.33214282109729
690,19,212006.0,201515,99.18763869979324
691,20,212006.0,201516,99.33214282109729
692,21,212006.0,201517,99.18763869979324
693,22,212006.0,201518,97.80537797486706
694,23,212006.0,201519,97.39185751476225
695,24,212006.0,201520,97.63195012095136
696,25,212006.0,201521,98.02295622566925
697,26,212006.0,201522,98.06964691498267
698,27,212006.0,201523,97.47818980286362
699,28,212006.0,201524,97.55727596703615
700,29,212006.0,201525,97.61414913299662
701,30,212006.0,201526,97.61414913299662
