,level_3,period,weighted_index
107,alcoholic_drinks ,201627.0,88.64570792086774
108,alcoholic_drinks ,201628.0,88.89713057431958
109,alcoholic_drinks ,201629.0,88.95711849753344
110,alcoholic_drinks ,201630.0,88.62489235984569
111,alcoholic_drinks ,201631.0,88.6261115658265
112,alcoholic_drinks ,201632.0,88.23275943091932
113,alcoholic_drinks ,201644.0,90.27986397350064
114,food_and_non_alcoholic_beverages,201423.0,98.07938539363636
115,food_and_non_alcoholic_beverages,201424.0,100.47612871178896
116,food_and_non_alcoholic_beverages,201425.0,99.78399304577405
117,food_and_non_alcoholic_beverages,201426.0,99.4504907619969
118,food_and_non_alcoholic_beverages,201427.0,100.13910166242789
119,food_and_non_alcoholic_beverages,201428.0,99.84618338836248
120,food_and_non_alcoholic_beverages,201429.0,99.90967326195624
121,food_and_non_alcoholic_beverages,201430.0,99.84044746829929
122,food_and_non_alcoholic_beverages,201431.0,99.90998528864874
123,food_and_non_alcoholic_beverages,201432.0,99.64981731755684
124,food_and_non_alcoholic_beverages,201433.0,99.76408096811224
125,food_and_non_alcoholic_beverages,201434.0,100.0574615719425
126,food_and_non_alcoholic_beverages,201435.0,99.18850578082639
127,food_and_non_alcoholic_beverages,201436.0,99.0174724103311
128,food_and_non_alcoholic_beverages,201437.0,98.95716648292527
129,food_and_non_alcoholic_beverages,201438.0,99.20757134567705
130,food_and_non_alcoholic_beverages,201439.0,99.51375870065716
131,food_and_non_alcoholic_beverages,201440.0,99.69327924850631
132,food_and_non_alcoholic_beverages,201441.0,99.29195691688929
133,food_and_non_alcoholic_beverages,201442.0,99.5547717778629
134,food_and_non_alcoholic_beverages,201443.0,100.4608795845031
135,food_and_non_alcoholic_beverages,201444.0,101.02198759352903
136,food_and_non_alcoholic_beverages,201445.0,101.2613776409708
137,food_and_non_alcoholic_beverages,201446.0,101.57222731368601
138,food_and_non_alcoholic_beverages,201447.0,101.49946201133751
139,food_and_non_alcoholic_beverages,201448.0,101.891454137721
140,food_and_non_alcoholic_beverages,201449.0,101.47170808261063
141,food_and_non_alcoholic_beverages,201450.0,100.76473803493997
142,food_and_non_alcoholic_beverages,201451.0,100.66391941400263
143,food_and_non_alcoholic_beverages,201452.0,100.8221266895264
144,food_and_non_alcoholic_beverages,201501.0,100.92372599917105
145,food_and_non_alcoholic_beverages,201502.0,99.98712354435567
146,food_and_non_alcoholic_beverages,201503.0,99.21275131857655
147,food_and_non_alcoholic_beverages,201504.0,98.81060489634034
