,GEKS,ons_item_no,i,period
608,87.3911599766,212519.0,28.0,201611.0
609,100.0,212717.0,0.0,201406.0
610,101.277341763,212717.0,1.0,201407.0
611,100.999949986,212717.0,2.0,201408.0
612,98.4754109447,212717.0,3.0,201409.0
613,98.4144798851,212717.0,4.0,201410.0
614,97.8828816432,212717.0,5.0,201411.0
615,98.7902402942,212717.0,6.0,201412.0
616,98.8766845791,212717.0,7.0,201501.0
617,98.7888927108,212717.0,8.0,201502.0
618,99.2287097854,212717.0,9.0,201503.0
619,101.013310821,212717.0,10.0,201504.0
620,102.640985581,212717.0,11.0,201505.0
621,102.613707552,212717.0,12.0,201506.0
622,102.985800454,212717.0,13.0,201507.0
623,102.133804463,212717.0,14.0,201508.0
624,101.0451256,212717.0,15.0,201509.0
625,96.5364235827,212717.0,16.0,201510.0
626,97.0167802395,212717.0,17.0,201511.0
627,96.9335416268,212717.0,18.0,201512.0
628,97.8859732627,212717.0,19.0,201601.0
629,98.3347595285,212717.0,20.0,201602.0
630,98.3427080486,212717.0,21.0,201603.0
631,97.6668646882,212717.0,22.0,201604.0
632,101.638098388,212717.0,23.0,201605.0
633,101.981691933,212717.0,24.0,201606.0
634,102.567602908,212717.0,25.0,201607.0
635,101.847770282,212717.0,26.0,201608.0
636,101.413765947,212717.0,27.0,201610.0
637,101.382096809,212717.0,28.0,201611.0
638,100.0,212719.0,0.0,201406.0
639,108.868014181,212719.0,1.0,201407.0
640,108.868014181,212719.0,2.0,201408.0
641,108.868014181,212719.0,3.0,201409.0
642,101.371681805,212719.0,4.0,201410.0
643,100.405901796,212719.0,5.0,201411.0
644,100.024186819,212719.0,6.0,201412.0
645,99.7705167165,212719.0,7.0,201501.0
646,95.6319593314,212719.0,8.0,201502.0
647,95.340725755,212719.0,9.0,201503.0
648,95.6879636256,212719.0,10.0,201504.0
649,95.9666642604,212719.0,11.0,201505.0
650,96.1952957219,212719.0,12.0,201506.0
651,96.3721513889,212719.0,13.0,201507.0
652,96.1553663823,212719.0,14.0,201508.0
653,96.2901765034,212719.0,15.0,201509.0
654,96.1971734649,212719.0,16.0,201510.0
655,96.5914562132,212719.0,17.0,201511.0
656,96.7033732188,212719.0,18.0,201512.0
657,96.802963859,212719.0,19.0,201601.0
658,96.8871811584,212719.0,20.0,201602.0
659,97.2658770399,212719.0,21.0,201603.0
660,97.2274301757,212719.0,22.0,201604.0
661,97.2609862,212719.0,23.0,201605.0
662,99.8473025261,212719.0,24.0,201606.0
663,99.8536602631,212719.0,25.0,201607.0
664,99.8595097388,212719.0,26.0,201608.0
665,97.5931119671,212719.0,27.0,201610.0
666,97.6638719157,212719.0,28.0,201611.0
667,100.0,212720.0,0.0,201406.0
668,96.7229991032,212720.0,1.0,201407.0
669,94.4865746445,212720.0,2.0,201408.0
670,102.456133746,212720.0,3.0,201409.0
671,121.043645187,212720.0,4.0,201410.0
672,149.54942905,212720.0,5.0,201411.0
673,161.660297517,212720.0,6.0,201412.0
674,146.197437008,212720.0,7.0,201501.0
675,125.672690182,212720.0,8.0,201502.0
676,124.393772669,212720.0,9.0,201503.0
677,117.835287766,212720.0,10.0,201504.0
678,114.132138064,212720.0,11.0,201505.0
679,109.65781497,212720.0,12.0,201506.0
680,98.8633492919,212720.0,13.0,201507.0
681,101.905303379,212720.0,14.0,201508.0
682,107.949791435,212720.0,15.0,201509.0
683,116.336984281,212720.0,16.0,201510.0
684,153.11118707,212720.0,17.0,201511.0
685,157.871353966,212720.0,18.0,201512.0
686,131.550855069,212720.0,19.0,201601.0
687,118.702046146,212720.0,20.0,201602.0
688,121.75093701,212720.0,21.0,201603.0
689,115.252245458,212720.0,22.0,201604.0
690,107.718242621,212720.0,23.0,201605.0
691,105.747002275,212720.0,24.0,201606.0
692,102.950262751,212720.0,25.0,201607.0
693,102.243871567,212720.0,26.0,201608.0
694,131.709014404,212720.0,27.0,201610.0
695,135.644950213,212720.0,28.0,201611.0
696,100.0,212722.0,0.0,201406.0
697,97.2997134012,212722.0,1.0,201407.0
698,94.9507309468,212722.0,2.0,201408.0
699,93.5342949361,212722.0,3.0,201409.0
700,95.6906179637,212722.0,4.0,201410.0
701,100.419628671,212722.0,5.0,201411.0
702,107.257939619,212722.0,6.0,201412.0
703,100.092518079,212722.0,7.0,201501.0
704,95.2867768473,212722.0,8.0,201502.0
705,94.9895666064,212722.0,9.0,201503.0
706,96.5527826505,212722.0,10.0,201504.0
707,97.878734034,212722.0,11.0,201505.0
708,100.036949722,212722.0,12.0,201506.0
709,96.0381341939,212722.0,13.0,201507.0
710,93.5736011191,212722.0,14.0,201508.0
711,91.1243161777,212722.0,15.0,201509.0
712,94.5875021044,212722.0,16.0,201510.0
713,96.2007979397,212722.0,17.0,201511.0
714,96.5897258363,212722.0,18.0,201512.0
715,94.4831377595,212722.0,19.0,201601.0
716,90.6048815468,212722.0,20.0,201602.0
717,89.9992014687,212722.0,21.0,201603.0
718,91.6579003209,212722.0,22.0,201604.0
719,95.7261194693,212722.0,23.0,201605.0
720,99.298829398,212722.0,24.0,201606.0
721,90.7536589619,212722.0,25.0,201607.0
722,86.3268701691,212722.0,26.0,201608.0
723,86.806900134,212722.0,27.0,201610.0
724,87.0292187308,212722.0,28.0,201611.0
725,100.0,310207.0,0.0,201406.0
726,100.227569806,310207.0,1.0,201407.0
727,99.8581563901,310207.0,2.0,201408.0
728,100.260818424,310207.0,3.0,201409.0
729,99.6939297125,310207.0,4.0,201410.0
730,98.309322428,310207.0,5.0,201411.0
731,97.5623712645,310207.0,6.0,201412.0
732,96.9380718746,310207.0,7.0,201501.0
733,98.1659250034,310207.0,8.0,201502.0
734,93.7307235575,310207.0,9.0,201503.0
735,91.4763008208,310207.0,10.0,201504.0
736,96.4029204781,310207.0,11.0,201505.0
737,96.5596191357,310207.0,12.0,201506.0
738,95.8455199185,310207.0,13.0,201507.0
739,97.2876669204,310207.0,14.0,201508.0
740,94.841969845,310207.0,15.0,201509.0
741,94.5116317127,310207.0,16.0,201510.0
742,93.7459078568,310207.0,17.0,201511.0
743,93.1846815214,310207.0,18.0,201512.0
744,91.5855422317,310207.0,19.0,201601.0
745,91.600515423,310207.0,20.0,201602.0
746,88.9085946508,310207.0,21.0,201603.0
747,90.6396134297,310207.0,22.0,201604.0
748,90.026063849,310207.0,23.0,201605.0
749,91.0243351152,310207.0,24.0,201606.0
750,90.7714947539,310207.0,25.0,201607.0
751,90.4463688829,310207.0,26.0,201608.0
752,90.4680395297,310207.0,27.0,201610.0
753,90.9643114706,310207.0,28.0,201611.0
754,100.0,310215.0,0.0,201406.0
755,99.6490691006,310215.0,1.0,201407.0
756,100.100702538,310215.0,2.0,201408.0
757,100.392643787,310215.0,3.0,201409.0
758,98.8290271082,310215.0,4.0,201410.0
759,97.1319437881,310215.0,5.0,201411.0
760,96.2120945671,310215.0,6.0,201412.0
761,95.3773301284,310215.0,7.0,201501.0
762,96.7802057092,310215.0,8.0,201502.0
763,95.3871905188,310215.0,9.0,201503.0
764,94.2345418873,310215.0,10.0,201504.0
765,95.9815111066,310215.0,11.0,201505.0
766,95.6142611061,310215.0,12.0,201506.0
767,94.976015265,310215.0,13.0,201507.0
768,94.6160092933,310215.0,14.0,201508.0
769,94.0732465644,310215.0,15.0,201509.0
770,94.1267817843,310215.0,16.0,201510.0
771,92.4980207435,310215.0,17.0,201511.0
772,91.5056379997,310215.0,18.0,201512.0
773,94.0224941641,310215.0,19.0,201601.0
774,94.0778386699,310215.0,20.0,201602.0
775,95.2024890628,310215.0,21.0,201603.0
776,96.1206854406,310215.0,22.0,201604.0
777,96.3455956189,310215.0,23.0,201605.0
778,91.745726641,310215.0,24.0,201606.0
779,92.8405379739,310215.0,25.0,201607.0
780,94.5543946793,310215.0,26.0,201608.0
781,94.3322358044,310215.0,27.0,201610.0
782,94.6932307333,310215.0,28.0,201611.0
783,100.0,310218.0,0.0,201406.0
784,100.743476998,310218.0,1.0,201407.0
785,100.200576319,310218.0,2.0,201408.0
786,99.8112496273,310218.0,3.0,201409.0
787,99.4422004551,310218.0,4.0,201410.0
788,98.9605956008,310218.0,5.0,201411.0
789,97.2536985586,310218.0,6.0,201412.0
790,96.244946405,310218.0,7.0,201501.0
791,97.7576991551,310218.0,8.0,201502.0
792,96.5977995755,310218.0,9.0,201503.0
793,95.4425584315,310218.0,10.0,201504.0
794,97.9659277674,310218.0,11.0,201505.0
795,97.4525679814,310218.0,12.0,201506.0
796,97.2474706413,310218.0,13.0,201507.0
797,95.2191838516,310218.0,14.0,201508.0
798,96.1773826972,310218.0,15.0,201509.0
799,95.4570036518,310218.0,16.0,201510.0
800,95.8884501818,310218.0,17.0,201511.0
801,94.5043194807,310218.0,18.0,201512.0
802,95.3759896278,310218.0,19.0,201601.0
803,95.5809162636,310218.0,20.0,201602.0
804,92.678450647,310218.0,21.0,201603.0
805,92.6320582046,310218.0,22.0,201604.0
806,92.7109524002,310218.0,23.0,201605.0
807,90.7096861362,310218.0,24.0,201606.0
808,90.8184149175,310218.0,25.0,201607.0
809,90.1293847752,310218.0,26.0,201608.0
810,90.7121276455,310218.0,27.0,201610.0
811,90.7825338043,310218.0,28.0,201611.0
812,100.0,310401.0,0.0,201406.0
813,103.204342366,310401.0,1.0,201407.0
814,103.401090677,310401.0,2.0,201408.0
815,100.729521909,310401.0,3.0,201409.0
816,101.400851467,310401.0,4.0,201410.0
817,99.3810597037,310401.0,5.0,201411.0
818,96.3195185832,310401.0,6.0,201412.0
819,102.441039822,310401.0,7.0,201501.0
820,102.988731457,310401.0,8.0,201502.0
821,102.658720927,310401.0,9.0,201503.0
822,102.05070299,310401.0,10.0,201504.0
823,101.277664383,310401.0,11.0,201505.0
824,98.9276056629,310401.0,12.0,201506.0
825,102.063243749,310401.0,13.0,201507.0
826,102.14743035,310401.0,14.0,201508.0
827,100.251401456,310401.0,15.0,201509.0
828,100.812678277,310401.0,16.0,201510.0
829,96.6541024081,310401.0,17.0,201511.0
830,92.0343564693,310401.0,18.0,201512.0
831,100.144713078,310401.0,19.0,201601.0
832,99.4084026458,310401.0,20.0,201602.0
833,97.7782964598,310401.0,21.0,201603.0
834,100.204766724,310401.0,22.0,201604.0
835,99.0863229554,310401.0,23.0,201605.0
836,95.6992459485,310401.0,24.0,201606.0
837,101.641424155,310401.0,25.0,201607.0
838,99.9246065076,310401.0,26.0,201608.0
839,99.6483939737,310401.0,27.0,201610.0
840,99.0068643731,310401.0,28.0,201611.0
841,100.0,310403.0,0.0,201406.0
842,99.7806170052,310403.0,1.0,201407.0
843,99.0318819641,310403.0,2.0,201408.0
844,98.1920876926,310403.0,3.0,201409.0
845,99.5072209203,310403.0,4.0,201410.0
846,95.69438084,310403.0,5.0,201411.0
847,94.635431029,310403.0,6.0,201412.0
848,99.5622680691,310403.0,7.0,201501.0
849,98.9471420075,310403.0,8.0,201502.0
850,98.6960339064,310403.0,9.0,201503.0
851,96.8558619915,310403.0,10.0,201504.0
852,98.4461039789,310403.0,11.0,201505.0
853,99.0013830217,310403.0,12.0,201506.0
854,98.6743482671,310403.0,13.0,201507.0
855,98.1652380175,310403.0,14.0,201508.0
856,97.562774844,310403.0,15.0,201509.0
857,97.1923255705,310403.0,16.0,201510.0
858,93.6225420196,310403.0,17.0,201511.0
859,89.3806764334,310403.0,18.0,201512.0
860,98.0072518922,310403.0,19.0,201601.0
861,97.257290395,310403.0,20.0,201602.0
862,96.8951375254,310403.0,21.0,201603.0
863,93.2681838414,310403.0,22.0,201604.0
864,95.1428415082,310403.0,23.0,201605.0
865,95.1623783568,310403.0,24.0,201606.0
866,96.1178873754,310403.0,25.0,201607.0
867,93.1418867751,310403.0,26.0,201608.0
868,95.1622704681,310403.0,27.0,201610.0
869,93.9904057665,310403.0,28.0,201611.0
870,100.0,310405.0,0.0,201406.0
871,101.715598094,310405.0,1.0,201407.0
872,101.594885141,310405.0,2.0,201408.0
873,100.875179926,310405.0,3.0,201409.0
874,101.437011282,310405.0,4.0,201410.0
875,100.046673475,310405.0,5.0,201411.0
876,97.6501020441,310405.0,6.0,201412.0
877,101.331938327,310405.0,7.0,201501.0
878,101.568595149,310405.0,8.0,201502.0
879,101.976357097,310405.0,9.0,201503.0
880,101.080170911,310405.0,10.0,201504.0
881,102.155599273,310405.0,11.0,201505.0
882,101.66226253,310405.0,12.0,201506.0
883,101.998264165,310405.0,13.0,201507.0
884,100.913644918,310405.0,14.0,201508.0
885,101.431934624,310405.0,15.0,201509.0
886,101.406190019,310405.0,16.0,201510.0
887,99.2714154253,310405.0,17.0,201511.0
888,97.3233107397,310405.0,18.0,201512.0
889,100.512960027,310405.0,19.0,201601.0
890,100.542022496,310405.0,20.0,201602.0
891,100.414949679,310405.0,21.0,201603.0
892,100.623175566,310405.0,22.0,201604.0
893,101.094144272,310405.0,23.0,201605.0
894,99.689022801,310405.0,24.0,201606.0
895,98.7132510045,310405.0,25.0,201607.0
896,97.0407400928,310405.0,26.0,201608.0
897,100.76615859,310405.0,27.0,201610.0
898,99.7219381136,310405.0,28.0,201611.0
899,100.0,310419.0,0.0,201406.0
900,100.144820188,310419.0,1.0,201407.0
901,100.186835885,310419.0,2.0,201408.0
902,98.5854120589,310419.0,3.0,201409.0
903,99.723597624,310419.0,4.0,201410.0
904,98.9699394605,310419.0,5.0,201411.0
905,98.0505307888,310419.0,6.0,201412.0
906,99.3604641746,310419.0,7.0,201501.0
907,98.4835727834,310419.0,8.0,201502.0
908,98.7563445182,310419.0,9.0,201503.0
909,97.0870813428,310419.0,10.0,201504.0
910,96.7496377482,310419.0,11.0,201505.0
911,95.8669480334,310419.0,12.0,201506.0
912,96.2070022549,310419.0,13.0,201507.0
913,95.657489518,310419.0,14.0,201508.0
914,92.0635318957,310419.0,15.0,201509.0
915,91.2372445439,310419.0,16.0,201510.0
916,91.1403658798,310419.0,17.0,201511.0
917,87.2929295087,310419.0,18.0,201512.0
918,89.1570234487,310419.0,19.0,201601.0
919,87.8327242389,310419.0,20.0,201602.0
920,87.291318315,310419.0,21.0,201603.0
921,86.198227474,310419.0,22.0,201604.0
922,86.1702305137,310419.0,23.0,201605.0
923,86.8383811638,310419.0,24.0,201606.0
924,86.0909059986,310419.0,25.0,201607.0
925,86.4455292065,310419.0,26.0,201608.0
926,89.1859134883,310419.0,27.0,201610.0
927,89.1151103793,310419.0,28.0,201611.0
928,100.0,310421.0,0.0,201406.0
929,100.03925156,310421.0,1.0,201407.0
930,99.8527674823,310421.0,2.0,201408.0
931,98.1412921349,310421.0,3.0,201409.0
932,99.3308343949,310421.0,4.0,201410.0
933,98.7945517647,310421.0,5.0,201411.0
934,96.8237809833,310421.0,6.0,201412.0
935,99.0166710645,310421.0,7.0,201501.0
936,98.2021348231,310421.0,8.0,201502.0
937,98.6579905806,310421.0,9.0,201503.0
938,97.074216914,310421.0,10.0,201504.0
939,97.5221996967,310421.0,11.0,201505.0
940,97.4932901973,310421.0,12.0,201506.0
941,96.1316735032,310421.0,13.0,201507.0
942,95.9783364486,310421.0,14.0,201508.0
943,93.2664627639,310421.0,15.0,201509.0
944,92.0737041782,310421.0,16.0,201510.0
945,91.1860873334,310421.0,17.0,201511.0
946,85.2150188576,310421.0,18.0,201512.0
947,88.7024806441,310421.0,19.0,201601.0
948,87.5253977893,310421.0,20.0,201602.0
949,86.1412722815,310421.0,21.0,201603.0
950,85.9895384226,310421.0,22.0,201604.0
951,85.6813892167,310421.0,23.0,201605.0
952,85.816388969,310421.0,24.0,201606.0
953,85.351589906,310421.0,25.0,201607.0
954,86.167286557,310421.0,26.0,201608.0
955,88.4412571226,310421.0,27.0,201610.0
956,88.3421078714,310421.0,28.0,201611.0
957,100.0,310427.0,0.0,201406.0
958,99.9716565595,310427.0,1.0,201407.0
959,100.869046397,310427.0,2.0,201408.0
960,100.902266571,310427.0,3.0,201409.0
961,101.280373805,310427.0,4.0,201410.0
962,97.9481136387,310427.0,5.0,201411.0
963,96.8130486728,310427.0,6.0,201412.0
964,101.59700752,310427.0,7.0,201501.0
965,101.431104019,310427.0,8.0,201502.0
966,100.287617178,310427.0,9.0,201503.0
967,99.0292307099,310427.0,10.0,201504.0
968,100.213232495,310427.0,11.0,201505.0
969,99.8929058976,310427.0,12.0,201506.0
970,99.3359709009,310427.0,13.0,201507.0
971,98.4825604276,310427.0,14.0,201508.0
972,98.720085654,310427.0,15.0,201509.0
973,100.244757505,310427.0,16.0,201510.0
974,96.8436209387,310427.0,17.0,201511.0
975,92.8022925748,310427.0,18.0,201512.0
976,100.030276703,310427.0,19.0,201601.0
977,98.0803942919,310427.0,20.0,201602.0
978,97.668486688,310427.0,21.0,201603.0
979,96.6292232143,310427.0,22.0,201604.0
980,95.475362448,310427.0,23.0,201605.0
981,97.0152373772,310427.0,24.0,201606.0
982,97.6855860636,310427.0,25.0,201607.0
983,95.201887301,310427.0,26.0,201608.0
984,95.2334732135,310427.0,27.0,201610.0
985,96.1701231461,310427.0,28.0,201611.0
