,ons_item_number,period,unit
546,210214.0,201610.0,96.0491697654
547,210214.0,201611.0,95.1184337867
548,210214.0,201612.0,94.5146163288
549,210214.0,201613.0,92.6397121434
550,210214.0,201614.0,89.3926938869
551,210214.0,201615.0,88.5065202877
552,210214.0,201616.0,88.6369207142
553,210214.0,201617.0,92.7818333472
554,210214.0,201618.0,93.556622622
555,210214.0,201619.0,92.2905874912
556,210214.0,201620.0,91.6357206469
557,210214.0,201621.0,89.7589358314
558,210214.0,201622.0,89.7589358314
559,210214.0,201623.0,90.2993933607
560,210214.0,201624.0,90.3402259867
561,210214.0,201625.0,90.732357433
562,210214.0,201626.0,89.7194908604
563,210214.0,201627.0,89.214310771
564,210214.0,201628.0,87.382034764
565,210214.0,201629.0,85.8848892297
566,210214.0,201630.0,86.8480243337
567,210214.0,201631.0,87.3704078059
568,210214.0,201632.0,87.3704078059
569,210214.0,201644.0,87.4092114132
570,210302.0,201423.0,100.0
571,210302.0,201424.0,99.8224974476
572,210302.0,201425.0,99.9384327045
573,210302.0,201426.0,100.702000148
574,210302.0,201427.0,100.926052965
575,210302.0,201428.0,101.218706677
576,210302.0,201429.0,101.339913254
577,210302.0,201430.0,101.223984256
578,210302.0,201431.0,100.923735897
579,210302.0,201432.0,100.858283494
580,210302.0,201433.0,100.925670344
581,210302.0,201434.0,101.24337244
582,210302.0,201435.0,101.294384828
583,210302.0,201436.0,101.4237672
584,210302.0,201437.0,101.44534699
585,210302.0,201438.0,101.441651016
586,210302.0,201439.0,101.524988483
587,210302.0,201440.0,101.538656985
588,210302.0,201441.0,101.533223732
589,210302.0,201442.0,101.531412712
590,210302.0,201443.0,101.164510771
591,210302.0,201444.0,100.909132746
592,210302.0,201445.0,100.899211338
593,210302.0,201446.0,101.353437337
594,210302.0,201447.0,101.742371762
595,210302.0,201448.0,102.406690127
596,210302.0,201449.0,101.943382183
597,210302.0,201450.0,101.132094392
598,210302.0,201451.0,101.409700022
599,210302.0,201452.0,101.456601692
600,210302.0,201501.0,102.115193011
601,210302.0,201502.0,102.841196114
602,210302.0,201503.0,102.933191622
603,210302.0,201504.0,101.770466292
604,210302.0,201505.0,101.33494161
605,210302.0,201506.0,101.354169543
606,210302.0,201507.0,102.028430325
607,210302.0,201508.0,102.583703198
608,210302.0,201509.0,102.604043994
609,210302.0,201510.0,102.470192316
610,210302.0,201511.0,102.536022973
611,210302.0,201512.0,102.635676645
612,210302.0,201513.0,101.647959406
613,210302.0,201514.0,100.727842655
614,210302.0,201515.0,100.628558782
615,210302.0,201516.0,101.786045516
616,210302.0,201517.0,102.376796536
617,210302.0,201518.0,102.292198415
618,210302.0,201519.0,101.907117755
619,210302.0,201520.0,101.499741494
620,210302.0,201521.0,101.58365624
621,210302.0,201522.0,102.062272724
622,210302.0,201523.0,101.914045632
623,210302.0,201524.0,101.436086952
624,210302.0,201525.0,100.830529481
625,210302.0,201526.0,100.863243182
626,210302.0,201527.0,102.27919945
627,210302.0,201528.0,102.519690727
628,210302.0,201529.0,102.608096533
629,210302.0,201530.0,102.546461654
630,210302.0,201531.0,102.277744786
631,210302.0,201532.0,102.68040149
632,210302.0,201533.0,102.547281581
633,210302.0,201534.0,102.040835943
634,210302.0,201535.0,102.001204723
635,210302.0,201536.0,101.963294471
636,210302.0,201537.0,96.0304575823
637,210302.0,201538.0,91.2134619477
638,210302.0,201539.0,93.1002680541
639,210302.0,201540.0,94.426562618
640,210302.0,201541.0,95.2996069709
641,210302.0,201542.0,95.1984534393
642,210302.0,201543.0,94.8825279679
643,210302.0,201545.0,93.0775360985
644,210302.0,201546.0,94.0366920768
645,210302.0,201547.0,92.0700219969
646,210302.0,201548.0,90.4549529992
647,210302.0,201549.0,90.4381038225
648,210302.0,201550.0,88.8087470881
649,210302.0,201551.0,86.3142453536
650,210302.0,201552.0,87.1057889183
651,210302.0,201601.0,87.9297555421
652,210302.0,201602.0,90.8764095011
653,210302.0,201603.0,90.9730894344
654,210302.0,201604.0,89.8925523044
655,210302.0,201605.0,89.9144305154
656,210302.0,201606.0,89.098352796
657,210302.0,201607.0,88.9791345992
658,210302.0,201608.0,88.9720777989
659,210302.0,201609.0,89.7263212123
660,210302.0,201610.0,89.8631962556
661,210302.0,201611.0,86.6262883899
662,210302.0,201612.0,86.153941225
663,210302.0,201613.0,85.8545136815
664,210302.0,201614.0,86.3951295208
665,210302.0,201615.0,86.1311834098
666,210302.0,201616.0,85.9958960597
667,210302.0,201617.0,84.9613985625
668,210302.0,201618.0,84.7332055373
669,210302.0,201619.0,84.6664397167
670,210302.0,201620.0,84.4506776137
671,210302.0,201621.0,86.1983557425
672,210302.0,201622.0,86.1983557425
673,210302.0,201623.0,86.1983557425
674,210302.0,201624.0,86.1983557425
675,210302.0,201625.0,86.1983557425
676,210302.0,201626.0,86.1983557425
677,210302.0,201627.0,86.1983557425
678,210302.0,201628.0,86.1983557425
679,210302.0,201629.0,86.1983557425
680,210302.0,201630.0,86.1983557425
681,210302.0,201631.0,86.1983557425
682,210302.0,201632.0,86.1983557425
683,210302.0,201644.0,85.6107653708
684,211305.0,201423.0,100.0
685,211305.0,201424.0,100.051705153
686,211305.0,201425.0,100.037808205
687,211305.0,201426.0,99.5945301515
688,211305.0,201427.0,99.1979748839
689,211305.0,201428.0,98.6245191851
690,211305.0,201429.0,97.9306807041
691,211305.0,201430.0,96.7812881256
692,211305.0,201431.0,96.9217910869
693,211305.0,201432.0,99.1386847982
694,211305.0,201433.0,99.0575283038
695,211305.0,201434.0,98.8226689458
696,211305.0,201435.0,98.5645280891
697,211305.0,201436.0,97.9213527202
698,211305.0,201437.0,97.6720992472
699,211305.0,201438.0,99.4548564811
700,211305.0,201439.0,99.9562077342
701,211305.0,201440.0,99.8193953101
702,211305.0,201441.0,98.4282731911
703,211305.0,201442.0,97.6588725497
704,211305.0,201443.0,97.3843326855
705,211305.0,201444.0,97.9186799202
706,211305.0,201445.0,97.9339363591
707,211305.0,201446.0,97.9925264103
708,211305.0,201447.0,96.9676696697
709,211305.0,201448.0,96.3323391917
710,211305.0,201449.0,96.6287155853
711,211305.0,201450.0,97.593179184
712,211305.0,201451.0,97.1261075136
713,211305.0,201452.0,96.994084415
714,211305.0,201501.0,96.994084415
715,211305.0,201502.0,96.4907636426
716,211305.0,201503.0,96.4623237884
717,211305.0,201504.0,96.5415874576
718,211305.0,201505.0,96.2537128302
719,211305.0,201506.0,96.2286962897
720,211305.0,201507.0,96.1372000182
721,211305.0,201508.0,96.0837478887
722,211305.0,201509.0,96.0734412475
723,211305.0,201510.0,96.0489720961
724,211305.0,201511.0,96.3263036823
725,211305.0,201512.0,96.567181834
726,211305.0,201513.0,96.6847068738
727,211305.0,201514.0,96.6657210521
728,211305.0,201515.0,93.8638743063
729,211305.0,201516.0,93.3091816916
730,211305.0,201517.0,93.2812349327
731,211305.0,201518.0,95.5408702265
732,211305.0,201519.0,97.0006815164
733,211305.0,201520.0,97.2952042215
734,211305.0,201521.0,96.784807406
735,211305.0,201522.0,96.5060474845
736,211305.0,201523.0,96.5085771265
737,211305.0,201524.0,95.3214799009
738,211305.0,201525.0,95.0383395874
739,211305.0,201526.0,95.2289233717
740,211305.0,201527.0,94.3003522441
741,211305.0,201528.0,94.7133359099
742,211305.0,201529.0,94.6325484699
743,211305.0,201530.0,95.915106716
744,211305.0,201531.0,96.6215041908
