,GEKS,ons_item_no,i,period
612,101.918917337,210302.0,42.0,201513.0
613,101.59467073,210302.0,43.0,201514.0
614,102.218420242,210302.0,44.0,201515.0
615,102.788204955,210302.0,45.0,201516.0
616,102.756153039,210302.0,46.0,201517.0
617,102.438092238,210302.0,47.0,201518.0
618,102.218963862,210302.0,48.0,201519.0
619,102.303496595,210302.0,49.0,201520.0
620,102.650480589,210302.0,50.0,201521.0
621,102.559451021,210302.0,51.0,201522.0
622,102.136373787,210302.0,52.0,201523.0
623,101.841236643,210302.0,53.0,201524.0
624,101.697919068,210302.0,54.0,201525.0
625,102.320404027,210302.0,55.0,201526.0
626,103.033711859,210302.0,56.0,201527.0
627,103.122068889,210302.0,57.0,201528.0
628,103.063291041,210302.0,58.0,201529.0
629,102.807353544,210302.0,59.0,201530.0
630,103.282562097,210302.0,60.0,201531.0
631,103.246520844,210302.0,61.0,201532.0
632,102.665818236,210302.0,62.0,201533.0
633,102.585022221,210302.0,63.0,201534.0
634,102.518573695,210302.0,64.0,201535.0
635,98.0388754954,210302.0,65.0,201536.0
636,92.0206712813,210302.0,66.0,201537.0
637,93.9132811919,210302.0,67.0,201538.0
638,94.8444661744,210302.0,68.0,201539.0
639,96.2730021771,210302.0,69.0,201540.0
640,96.3662896636,210302.0,70.0,201541.0
641,96.0001749098,210302.0,71.0,201542.0
642,93.9964819486,210302.0,72.0,201544.0
643,94.4956257865,210302.0,73.0,201545.0
644,93.5028795949,210302.0,74.0,201546.0
645,92.3431425328,210302.0,75.0,201547.0
646,92.837153673,210302.0,76.0,201548.0
647,91.2659408261,210302.0,77.0,201549.0
648,89.3255153853,210302.0,78.0,201550.0
649,89.8507111622,210302.0,79.0,201551.0
650,90.3471707161,210302.0,80.0,201552.0
651,93.2371641964,210302.0,81.0,201601.0
652,93.8059541105,210302.0,82.0,201602.0
653,92.6451223418,210302.0,83.0,201603.0
654,92.5434415901,210302.0,84.0,201604.0
655,92.1938676661,210302.0,85.0,201605.0
656,92.0516298564,210302.0,86.0,201606.0
657,92.0168731325,210302.0,87.0,201607.0
658,92.3379439206,210302.0,88.0,201608.0
659,92.4303900116,210302.0,89.0,201609.0
660,93.0039859188,210302.0,90.0,201610.0
661,91.4790189018,210302.0,91.0,201611.0
662,91.0796713113,210302.0,92.0,201612.0
663,89.4880351972,210302.0,93.0,201613.0
664,90.0388240427,210302.0,94.0,201614.0
665,89.4483469226,210302.0,95.0,201615.0
666,89.1387961745,210302.0,96.0,201616.0
667,88.2302524199,210302.0,97.0,201617.0
668,87.7740271701,210302.0,98.0,201618.0
669,88.0243718107,210302.0,99.0,201619.0
670,87.7823116908,210302.0,100.0,201620.0
671,85.272579052,210302.0,101.0,201621.0
672,85.2278038931,210302.0,102.0,201622.0
673,85.2364709895,210302.0,103.0,201623.0
674,85.2154201893,210302.0,104.0,201624.0
675,85.1725145817,210302.0,105.0,201625.0
676,85.1304472132,210302.0,106.0,201626.0
677,85.0891937618,210302.0,107.0,201627.0
678,85.0530131916,210302.0,108.0,201628.0
679,85.0617344662,210302.0,109.0,201629.0
680,84.9693692786,210302.0,110.0,201630.0
681,84.9017138954,210302.0,111.0,201631.0
682,84.8958548812,210302.0,112.0,201632.0
683,86.3612800882,210302.0,113.0,201644.0
684,100.0,211305.0,0.0,201423.0
685,100.031631083,211305.0,1.0,201424.0
686,99.5007414007,211305.0,2.0,201425.0
687,98.7807358151,211305.0,3.0,201426.0
688,98.7130225555,211305.0,4.0,201427.0
689,98.5858147923,211305.0,5.0,201428.0
690,97.3289778815,211305.0,6.0,201429.0
691,97.37391381,211305.0,7.0,201430.0
692,98.447229224,211305.0,8.0,201431.0
693,98.9215643822,211305.0,9.0,201432.0
694,98.5921940126,211305.0,10.0,201433.0
695,98.5635999517,211305.0,11.0,201434.0
696,97.8863341491,211305.0,12.0,201435.0
697,97.7740458315,211305.0,13.0,201436.0
698,99.0696643962,211305.0,14.0,201437.0
699,99.8858352336,211305.0,15.0,201438.0
700,99.5955536345,211305.0,16.0,201439.0
701,98.697042427,211305.0,17.0,201440.0
702,97.7345589432,211305.0,18.0,201441.0
703,97.5936226292,211305.0,19.0,201442.0
704,97.7294488477,211305.0,20.0,201443.0
705,97.6119111696,211305.0,21.0,201444.0
706,97.6249942261,211305.0,22.0,201445.0
707,97.3365239908,211305.0,23.0,201446.0
708,96.5579949439,211305.0,24.0,201447.0
709,96.9391056528,211305.0,25.0,201448.0
710,97.4752912929,211305.0,26.0,201449.0
711,97.1495217678,211305.0,27.0,201450.0
712,97.0413110527,211305.0,28.0,201451.0
713,97.2456893968,211305.0,29.0,201452.0
714,97.0272595502,211305.0,30.0,201501.0
715,96.7093052312,211305.0,31.0,201502.0
716,96.6911624055,211305.0,32.0,201503.0
717,96.6544882223,211305.0,33.0,201504.0
718,96.6148478737,211305.0,34.0,201505.0
719,96.3214687517,211305.0,35.0,201506.0
720,95.9910897347,211305.0,36.0,201507.0
721,95.9778226597,211305.0,37.0,201508.0
722,96.1757911142,211305.0,38.0,201509.0
723,96.5861144539,211305.0,39.0,201510.0
724,96.6005366553,211305.0,40.0,201511.0
725,96.398298772,211305.0,41.0,201512.0
726,96.2870675441,211305.0,42.0,201513.0
727,93.9469519842,211305.0,43.0,201514.0
728,92.9008614971,211305.0,44.0,201515.0
729,92.8614230013,211305.0,45.0,201516.0
730,94.8746630361,211305.0,46.0,201517.0
731,96.7979896218,211305.0,47.0,201518.0
732,97.0417970826,211305.0,48.0,201519.0
733,96.5785231735,211305.0,49.0,201520.0
734,95.9518083741,211305.0,50.0,201521.0
735,95.9603264772,211305.0,51.0,201522.0
736,94.8441595545,211305.0,52.0,201523.0
737,94.4127219714,211305.0,53.0,201524.0
738,94.1231807286,211305.0,54.0,201525.0
739,94.1097233834,211305.0,55.0,201526.0
740,94.9531776945,211305.0,56.0,201527.0
741,94.7858415158,211305.0,57.0,201528.0
742,95.8142588987,211305.0,58.0,201529.0
743,96.9141174294,211305.0,59.0,201530.0
744,96.7593413789,211305.0,60.0,201531.0
745,95.4799765337,211305.0,61.0,201532.0
746,94.5439051365,211305.0,62.0,201533.0
747,92.9488351476,211305.0,63.0,201534.0
748,93.7268663817,211305.0,64.0,201535.0
749,95.6411641959,211305.0,65.0,201536.0
750,96.8869210485,211305.0,66.0,201537.0
751,97.1616925049,211305.0,67.0,201538.0
752,97.0152057189,211305.0,68.0,201539.0
753,96.0712352672,211305.0,69.0,201540.0
754,94.4520441325,211305.0,70.0,201541.0
755,93.7878211903,211305.0,71.0,201542.0
756,94.2919910507,211305.0,72.0,201544.0
757,94.6915992891,211305.0,73.0,201545.0
758,93.4146349428,211305.0,74.0,201546.0
759,92.0844369378,211305.0,75.0,201547.0
760,91.1309058602,211305.0,76.0,201548.0
761,92.3395317375,211305.0,77.0,201549.0
762,92.9420264204,211305.0,78.0,201550.0
763,93.0036848505,211305.0,79.0,201551.0
764,92.7092512855,211305.0,80.0,201552.0
765,92.2789225877,211305.0,81.0,201601.0
766,92.5302397095,211305.0,82.0,201602.0
767,93.458402942,211305.0,83.0,201603.0
768,94.2446396459,211305.0,84.0,201604.0
769,93.7648987756,211305.0,85.0,201605.0
770,93.16275367,211305.0,86.0,201606.0
771,92.3456117425,211305.0,87.0,201607.0
772,92.4582879096,211305.0,88.0,201608.0
773,92.7242646722,211305.0,89.0,201609.0
774,92.358965779,211305.0,90.0,201610.0
775,89.4515900921,211305.0,91.0,201611.0
776,89.3049810292,211305.0,92.0,201612.0
777,87.5474305178,211305.0,93.0,201613.0
778,84.4438198643,211305.0,94.0,201614.0
779,83.4126781199,211305.0,95.0,201615.0
780,87.0637148609,211305.0,96.0,201616.0
781,93.5786121804,211305.0,97.0,201617.0
782,95.3305473718,211305.0,98.0,201618.0
783,92.2425884662,211305.0,99.0,201619.0
784,89.802928928,211305.0,100.0,201620.0
785,89.7875774213,211305.0,101.0,201621.0
786,91.5364884496,211305.0,102.0,201622.0
787,92.3047038671,211305.0,103.0,201623.0
788,92.2629348854,211305.0,104.0,201624.0
789,92.6278103829,211305.0,105.0,201625.0
790,93.8365233485,211305.0,106.0,201626.0
791,93.9770682747,211305.0,107.0,201627.0
792,90.6032893949,211305.0,108.0,201628.0
793,88.6709266105,211305.0,109.0,201629.0
794,88.7116528006,211305.0,110.0,201630.0
795,92.0892780573,211305.0,111.0,201631.0
796,92.7098439227,211305.0,112.0,201632.0
797,92.4334592371,211305.0,113.0,201644.0
798,100.0,211501.0,0.0,201423.0
799,99.5862493888,211501.0,1.0,201424.0
800,99.2412667333,211501.0,2.0,201425.0
801,97.8345489158,211501.0,3.0,201426.0
802,97.9533099642,211501.0,4.0,201427.0
803,99.2840722657,211501.0,5.0,201428.0
804,99.8101013265,211501.0,6.0,201429.0
805,99.4914966844,211501.0,7.0,201430.0
806,99.1520524449,211501.0,8.0,201431.0
807,97.9421541973,211501.0,9.0,201432.0
808,98.0622594165,211501.0,10.0,201433.0
809,99.4171675953,211501.0,11.0,201434.0
810,100.646753482,211501.0,12.0,201435.0
811,100.416783392,211501.0,13.0,201436.0
812,98.23543317,211501.0,14.0,201437.0
813,96.7444548341,211501.0,15.0,201438.0
814,96.6224611851,211501.0,16.0,201439.0
815,95.0243874462,211501.0,17.0,201440.0
816,93.7286623161,211501.0,18.0,201441.0
817,94.198367908,211501.0,19.0,201442.0
818,95.315459486,211501.0,20.0,201443.0
819,96.7392258849,211501.0,21.0,201444.0
820,96.5373606198,211501.0,22.0,201445.0
821,95.5171788073,211501.0,23.0,201446.0
822,95.0430646584,211501.0,24.0,201447.0
823,95.3100904054,211501.0,25.0,201448.0
824,95.1147244131,211501.0,26.0,201449.0
825,94.8474257897,211501.0,27.0,201450.0
826,95.2267071811,211501.0,28.0,201451.0
827,95.7681645656,211501.0,29.0,201452.0
828,95.8258403461,211501.0,30.0,201501.0
829,95.5353596474,211501.0,31.0,201502.0
830,95.5331928504,211501.0,32.0,201503.0
831,95.1378079415,211501.0,33.0,201504.0
832,95.3236348104,211501.0,34.0,201505.0
833,94.7353198672,211501.0,35.0,201506.0
834,93.5894256892,211501.0,36.0,201507.0
835,93.7369077826,211501.0,37.0,201508.0
836,95.479898671,211501.0,38.0,201509.0
837,96.8384778792,211501.0,39.0,201510.0
838,96.6415519301,211501.0,40.0,201511.0
839,95.8557728408,211501.0,41.0,201512.0
840,95.4826925436,211501.0,42.0,201513.0
841,95.4410108698,211501.0,43.0,201514.0
842,94.694513345,211501.0,44.0,201515.0
843,94.6924331428,211501.0,45.0,201516.0
844,94.904110322,211501.0,46.0,201517.0
845,94.6971005679,211501.0,47.0,201518.0
846,94.6027566975,211501.0,48.0,201519.0
847,94.8398236014,211501.0,49.0,201520.0
848,95.4200017295,211501.0,50.0,201521.0
849,95.4513136002,211501.0,51.0,201522.0
850,95.1231766762,211501.0,52.0,201523.0
851,94.8239637577,211501.0,53.0,201524.0
852,95.1466982916,211501.0,54.0,201525.0
853,95.5365271996,211501.0,55.0,201526.0
854,94.4103520305,211501.0,56.0,201527.0
855,94.5243682306,211501.0,57.0,201528.0
856,94.1726893912,211501.0,58.0,201529.0
857,93.7887721581,211501.0,59.0,201530.0
858,93.6996933959,211501.0,60.0,201531.0
859,93.9198579979,211501.0,61.0,201532.0
860,94.564897259,211501.0,62.0,201533.0
861,94.3353338717,211501.0,63.0,201534.0
862,94.2853670464,211501.0,64.0,201535.0
863,94.0155349724,211501.0,65.0,201536.0
864,91.5740247206,211501.0,66.0,201537.0
865,91.0569412125,211501.0,67.0,201538.0
866,91.7637888584,211501.0,68.0,201539.0
867,92.7060372998,211501.0,69.0,201540.0
868,92.2539199102,211501.0,70.0,201541.0
869,91.2447594596,211501.0,71.0,201542.0
870,90.1325081174,211501.0,72.0,201544.0
871,90.237781863,211501.0,73.0,201545.0
872,89.9358427551,211501.0,74.0,201546.0
873,88.2044489003,211501.0,75.0,201547.0
874,88.0933154746,211501.0,76.0,201548.0
875,88.4823507045,211501.0,77.0,201549.0
876,90.3141513921,211501.0,78.0,201550.0
877,90.5850849417,211501.0,79.0,201551.0
878,89.1774835956,211501.0,80.0,201552.0
879,88.4466297874,211501.0,81.0,201601.0
880,88.2561493839,211501.0,82.0,201602.0
881,88.1139933014,211501.0,83.0,201603.0
882,88.0918272955,211501.0,84.0,201604.0
883,88.6760411901,211501.0,85.0,201605.0
884,89.438232391,211501.0,86.0,201606.0
885,88.821769717,211501.0,87.0,201607.0
886,86.8472951204,211501.0,88.0,201608.0
887,86.9918927773,211501.0,89.0,201609.0
888,84.908345682,211501.0,90.0,201610.0
889,90.1972665988,211501.0,91.0,201611.0
890,91.3433735139,211501.0,92.0,201612.0
891,90.9149432088,211501.0,93.0,201613.0
892,91.6915119028,211501.0,94.0,201614.0
893,91.9468675311,211501.0,95.0,201615.0
894,92.5139077716,211501.0,96.0,201616.0
895,91.7866259071,211501.0,97.0,201617.0
896,91.2508359044,211501.0,98.0,201618.0
897,88.2668762515,211501.0,99.0,201619.0
898,89.0051893711,211501.0,100.0,201620.0
899,88.4444444179,211501.0,101.0,201621.0
900,84.5313837189,211501.0,102.0,201622.0
901,82.7188170497,211501.0,103.0,201623.0
902,82.5527260668,211501.0,104.0,201624.0
903,84.674502889,211501.0,105.0,201625.0
904,87.7359901577,211501.0,106.0,201626.0
905,87.7839278019,211501.0,107.0,201627.0
906,87.4820069016,211501.0,108.0,201628.0
907,87.0226716567,211501.0,109.0,201629.0
908,86.9952191702,211501.0,110.0,201630.0
909,87.7712251508,211501.0,111.0,201631.0
910,88.0624685621,211501.0,112.0,201632.0
911,85.4874699425,211501.0,113.0,201644.0
912,100.0,211709.0,0.0,201423.0
913,99.9150744151,211709.0,1.0,201424.0
914,99.7878212503,211709.0,2.0,201425.0
915,99.6184024391,211709.0,3.0,201426.0
916,98.6356890809,211709.0,4.0,201427.0
917,98.7886079595,211709.0,5.0,201428.0
918,100.128078549,211709.0,6.0,201429.0
919,100.213401125,211709.0,7.0,201430.0
920,100.289506517,211709.0,8.0,201431.0
921,99.3670853099,211709.0,9.0,201432.0
922,98.7271175203,211709.0,10.0,201433.0
923,98.4800262121,211709.0,11.0,201434.0
924,97.6546532517,211709.0,12.0,201435.0
925,97.2160170972,211709.0,13.0,201436.0
926,97.6539429156,211709.0,14.0,201437.0
927,97.9990840105,211709.0,15.0,201438.0
928,97.9475111896,211709.0,16.0,201439.0
929,97.7639976541,211709.0,17.0,201440.0
930,97.3751471074,211709.0,18.0,201441.0
931,97.6567368632,211709.0,19.0,201442.0
932,98.2735890777,211709.0,20.0,201443.0
933,98.3535492799,211709.0,21.0,201444.0
934,98.3453551276,211709.0,22.0,201445.0
935,98.1788698446,211709.0,23.0,201446.0
936,97.2547280252,211709.0,24.0,201447.0
937,96.6900292573,211709.0,25.0,201448.0
938,97.5195201867,211709.0,26.0,201449.0
939,98.1212111727,211709.0,27.0,201450.0
940,98.2488707513,211709.0,28.0,201451.0
941,97.9749090241,211709.0,29.0,201452.0
942,97.7679670944,211709.0,30.0,201501.0
943,97.3888785573,211709.0,31.0,201502.0
944,97.6242140572,211709.0,32.0,201503.0
945,97.6245790304,211709.0,33.0,201504.0
946,97.38986272,211709.0,34.0,201505.0
947,97.3964126157,211709.0,35.0,201506.0
948,97.3221628935,211709.0,36.0,201507.0
949,97.3862818391,211709.0,37.0,201508.0
950,97.0779864766,211709.0,38.0,201509.0
951,96.9795999945,211709.0,39.0,201510.0
952,97.0808881066,211709.0,40.0,201511.0
953,95.8198338052,211709.0,41.0,201512.0
954,95.6029532281,211709.0,42.0,201513.0
955,96.463701292,211709.0,43.0,201514.0
956,96.99480096,211709.0,44.0,201515.0
957,96.9823329316,211709.0,45.0,201516.0
958,96.9854008172,211709.0,46.0,201517.0
959,97.0003570425,211709.0,47.0,201518.0
960,96.9847611535,211709.0,48.0,201519.0
961,96.6395724479,211709.0,49.0,201520.0
962,96.1782155778,211709.0,50.0,201521.0
963,96.2136332004,211709.0,51.0,201522.0
964,96.6313784752,211709.0,52.0,201523.0
965,96.846688927,211709.0,53.0,201524.0
966,97.0084433494,211709.0,54.0,201525.0
967,96.2382754173,211709.0,55.0,201526.0
968,95.9528356287,211709.0,56.0,201527.0
969,95.9498269221,211709.0,57.0,201528.0
970,96.2055515351,211709.0,58.0,201529.0
971,96.5491544091,211709.0,59.0,201530.0
972,96.5898628948,211709.0,60.0,201531.0
973,95.5901882845,211709.0,61.0,201532.0
974,94.9985022305,211709.0,62.0,201533.0
975,94.7950316982,211709.0,63.0,201534.0
976,94.8735110767,211709.0,64.0,201535.0
977,95.131527922,211709.0,65.0,201536.0
978,96.2889930878,211709.0,66.0,201537.0
979,96.5583513658,211709.0,67.0,201538.0
980,96.1828596374,211709.0,68.0,201539.0
981,95.8742323587,211709.0,69.0,201540.0
982,95.8678994645,211709.0,70.0,201541.0
983,95.8617479107,211709.0,71.0,201542.0
984,95.7452106386,211709.0,72.0,201544.0
985,95.7353088963,211709.0,73.0,201545.0
986,95.7241341869,211709.0,74.0,201546.0
987,96.0339564268,211709.0,75.0,201547.0
988,96.0320471985,211709.0,76.0,201548.0
989,96.1255255066,211709.0,77.0,201549.0
990,96.4192041818,211709.0,78.0,201550.0
991,96.6110366587,211709.0,79.0,201551.0
992,96.1057013845,211709.0,80.0,201552.0
993,94.8903087698,211709.0,81.0,201601.0
994,94.4717506896,211709.0,82.0,201602.0
995,95.5185770965,211709.0,83.0,201603.0
996,96.2806783172,211709.0,84.0,201604.0
997,96.0614528819,211709.0,85.0,201605.0
998,96.0554863429,211709.0,86.0,201606.0
999,96.2734769529,211709.0,87.0,201607.0
1000,96.2926311223,211709.0,88.0,201608.0
1001,96.28547437,211709.0,89.0,201609.0
1002,95.8024662314,211709.0,90.0,201610.0
1003,94.4721879682,211709.0,91.0,201611.0
1004,94.6219290689,211709.0,92.0,201612.0
1005,93.3488413728,211709.0,93.0,201613.0
1006,95.6079173798,211709.0,94.0,201614.0
1007,95.4247641114,211709.0,95.0,201615.0
1008,94.6562455616,211709.0,96.0,201616.0
1009,93.4284836284,211709.0,97.0,201617.0
1010,93.0666514601,211709.0,98.0,201618.0
1011,93.8712715238,211709.0,99.0,201619.0
1012,94.5869914195,211709.0,100.0,201620.0
1013,94.5919120005,211709.0,101.0,201621.0
1014,93.1583563152,211709.0,102.0,201622.0
1015,92.8051824504,211709.0,103.0,201623.0
1016,92.8310839195,211709.0,104.0,201624.0
1017,93.8536875816,211709.0,105.0,201625.0
1018,94.6602474711,211709.0,106.0,201626.0
1019,94.6980097074,211709.0,107.0,201627.0
1020,95.8504931634,211709.0,108.0,201628.0
1021,96.33393031,211709.0,109.0,201629.0
1022,96.4416030801,211709.0,110.0,201630.0
1023,95.6275853107,211709.0,111.0,201631.0
1024,95.4273094679,211709.0,112.0,201632.0
1025,94.6389694817,211709.0,113.0,201644.0
1026,100.0,211710.0,0.0,201423.0
1027,99.9274227436,211710.0,1.0,201424.0
1028,99.9274227436,211710.0,2.0,201425.0
1029,99.9280705217,211710.0,3.0,201426.0
1030,99.0852942758,211710.0,4.0,201427.0
1031,98.9491435697,211710.0,5.0,201428.0
1032,99.7201522352,211710.0,6.0,201429.0
1033,99.7936765211,211710.0,7.0,201430.0
1034,100.095428059,211710.0,8.0,201431.0
1035,99.3805226497,211710.0,9.0,201432.0
1036,98.7789666747,211710.0,10.0,201433.0
1037,98.5604733065,211710.0,11.0,201434.0
1038,97.5519154424,211710.0,12.0,201435.0
1039,97.0525892845,211710.0,13.0,201436.0
1040,97.8514827623,211710.0,14.0,201437.0
1041,98.4109578402,211710.0,15.0,201438.0
1042,98.4734049355,211710.0,16.0,201439.0
1043,98.1069335714,211710.0,17.0,201440.0
1044,97.7553781314,211710.0,18.0,201441.0
1045,97.9346120936,211710.0,19.0,201442.0
1046,98.2485102676,211710.0,20.0,201443.0
1047,98.4636938801,211710.0,21.0,201444.0
1048,98.3686183817,211710.0,22.0,201445.0
1049,98.3055893818,211710.0,23.0,201446.0
1050,97.4387407857,211710.0,24.0,201447.0
1051,97.0274165865,211710.0,25.0,201448.0
1052,96.8554667355,211710.0,26.0,201449.0
1053,96.3448874425,211710.0,27.0,201450.0
1054,96.2822310671,211710.0,28.0,201451.0
1055,96.2240866334,211710.0,29.0,201452.0
1056,96.1699837254,211710.0,30.0,201501.0
1057,96.1195151238,211710.0,31.0,201502.0
1058,96.0723265385,211710.0,32.0,201503.0
1059,95.8112725727,211710.0,33.0,201504.0
1060,95.1646761225,211710.0,34.0,201505.0
1061,95.135394631,211710.0,35.0,201506.0
1062,95.1077946197,211710.0,36.0,201507.0
1063,95.0817352947,211710.0,37.0,201508.0
1064,95.0570911536,211710.0,38.0,201509.0
1065,95.0337499646,211710.0,39.0,201510.0
1066,95.0116110577,211710.0,40.0,201511.0
1067,94.9905838733,211710.0,41.0,201512.0
1068,95.0542091213,211710.0,42.0,201513.0
1069,95.0980848068,211710.0,43.0,201514.0
1070,95.0803904694,211710.0,44.0,201515.0
1071,95.0635034913,211710.0,45.0,201516.0
1072,95.0484163859,211710.0,46.0,201517.0
1073,95.0329638502,211710.0,47.0,201518.0
1074,95.0171695373,211710.0,48.0,201519.0
1075,95.0030164452,211710.0,49.0,201520.0
1076,94.8721223106,211710.0,50.0,201521.0
1077,94.5786812142,211710.0,51.0,201522.0
1078,94.5504972814,211710.0,52.0,201523.0
1079,94.5234052663,211710.0,53.0,201524.0
1080,94.4973429205,211710.0,54.0,201525.0
1081,94.4722526384,211710.0,55.0,201526.0
1082,94.5787407891,211710.0,56.0,201527.0
1083,94.5630536544,211710.0,57.0,201528.0
1084,94.5479194121,211710.0,58.0,201529.0
1085,94.5333093385,211710.0,59.0,201530.0
1086,94.5491626057,211710.0,60.0,201531.0
1087,94.519010195,211710.0,61.0,201532.0
1088,94.1645004739,211710.0,62.0,201533.0
1089,93.3457146456,211710.0,63.0,201534.0
1090,93.3363397853,211710.0,64.0,201535.0
1091,93.9229092167,211710.0,65.0,201536.0
1092,94.980443638,211710.0,66.0,201537.0
1093,95.8561812972,211710.0,67.0,201538.0
1094,94.8573736752,211710.0,68.0,201539.0
1095,94.0288408334,211710.0,69.0,201540.0
1096,93.9794848285,211710.0,70.0,201541.0
1097,93.9083095268,211710.0,71.0,201542.0
1098,95.6138702472,211710.0,72.0,201544.0
1099,95.5892135044,211710.0,73.0,201545.0
1100,95.5652383884,211710.0,74.0,201546.0
1101,95.5419170202,211710.0,75.0,201547.0
1102,95.5192230207,211710.0,76.0,201548.0
1103,95.4971314114,211710.0,77.0,201549.0
1104,95.4756185221,211710.0,78.0,201550.0
1105,95.4546619068,211710.0,79.0,201551.0
1106,95.4342402655,211710.0,80.0,201552.0
1107,95.4143333717,211710.0,81.0,201601.0
1108,95.3949220061,211710.0,82.0,201602.0
1109,95.3759878943,211710.0,83.0,201603.0
1110,95.3575136494,211710.0,84.0,201604.0
1111,95.3394827192,211710.0,85.0,201605.0
1112,95.3218793362,211710.0,86.0,201606.0
1113,95.304688472,211710.0,87.0,201607.0
1114,95.2878957942,211710.0,88.0,201608.0
1115,95.271487627,211710.0,89.0,201609.0
1116,95.2554509136,211710.0,90.0,201610.0
1117,95.2397731816,211710.0,91.0,201611.0
1118,95.2244425111,211710.0,92.0,201612.0
1119,93.6594260118,211710.0,93.0,201613.0
1120,93.5596294443,211710.0,94.0,201614.0
1121,93.4620591751,211710.0,95.0,201615.0
1122,93.3666415797,211710.0,96.0,201616.0
1123,93.2733062425,211710.0,97.0,201617.0
1124,93.2227996422,211710.0,98.0,201618.0
1125,93.1688907756,211710.0,99.0,201619.0
1126,92.4910990171,211710.0,100.0,201620.0
1127,83.7663764863,211710.0,101.0,201621.0
1128,82.987616277,211710.0,102.0,201622.0
1129,82.3124713091,211710.0,103.0,201623.0
1130,83.7663764863,211710.0,104.0,201624.0
1131,83.7663764863,211710.0,105.0,201625.0
1132,83.7663764863,211710.0,106.0,201626.0
1133,83.7663764863,211710.0,107.0,201627.0
1134,83.0919876355,211710.0,108.0,201628.0
1135,79.599490359,211710.0,109.0,201629.0
1136,82.987616277,211710.0,110.0,201630.0
1137,83.7663764863,211710.0,111.0,201631.0
1138,80.316440354,211710.0,112.0,201632.0
1139,92.8934948578,211710.0,113.0,201644.0
1140,100.0,211807.0,0.0,201423.0
1141,101.528434858,211807.0,1.0,201424.0
1142,101.907151944,211807.0,2.0,201425.0
1143,101.906245999,211807.0,3.0,201426.0
1144,102.013315696,211807.0,4.0,201427.0
1145,102.73442165,211807.0,5.0,201428.0
1146,103.252151211,211807.0,6.0,201429.0
1147,103.29304705,211807.0,7.0,201430.0
1148,102.744230165,211807.0,8.0,201431.0
1149,101.842549524,211807.0,9.0,201432.0
1150,101.660522607,211807.0,10.0,201433.0
1151,93.0869823232,211807.0,11.0,201434.0
1152,89.1307334262,211807.0,12.0,201435.0
1153,88.9546940065,211807.0,13.0,201436.0
1154,93.4255417511,211807.0,14.0,201437.0
1155,99.9420312475,211807.0,15.0,201438.0
1156,99.853327597,211807.0,16.0,201439.0
1157,98.1892872396,211807.0,17.0,201440.0
1158,96.091229556,211807.0,18.0,201441.0
1159,93.9611504669,211807.0,19.0,201442.0
1160,94.3517162957,211807.0,20.0,201443.0
1161,98.8630998136,211807.0,21.0,201444.0
1162,100.175557685,211807.0,22.0,201445.0
1163,100.529633385,211807.0,23.0,201446.0
1164,100.42904509,211807.0,24.0,201447.0
1165,100.592709654,211807.0,25.0,201448.0
1166,100.682189742,211807.0,26.0,201449.0
1167,101.053223102,211807.0,27.0,201450.0
1168,101.198575579,211807.0,28.0,201451.0
1169,88.6751379715,211807.0,29.0,201452.0
1170,75.8669099914,211807.0,30.0,201501.0
1171,74.7177159283,211807.0,31.0,201502.0
1172,79.643260395,211807.0,32.0,201503.0
1173,90.0792330736,211807.0,33.0,201504.0
1174,101.711654766,211807.0,34.0,201505.0
1175,98.6510612392,211807.0,35.0,201506.0
1176,96.5450054139,211807.0,36.0,201507.0
1177,96.5007336935,211807.0,37.0,201508.0
1178,97.2970963705,211807.0,38.0,201509.0
1179,96.8463956697,211807.0,39.0,201510.0
1180,96.7798841553,211807.0,40.0,201511.0
1181,97.5831686241,211807.0,41.0,201512.0
1182,96.8728467808,211807.0,42.0,201513.0
1183,97.5155287931,211807.0,43.0,201514.0
1184,97.6953291992,211807.0,44.0,201515.0
1185,97.6510488836,211807.0,45.0,201516.0
1186,96.3663578862,211807.0,46.0,201517.0
1187,96.0911189932,211807.0,47.0,201518.0
1188,96.554911653,211807.0,48.0,201519.0
1189,99.0941596218,211807.0,49.0,201520.0
1190,98.7227662925,211807.0,50.0,201521.0
1191,99.9993256652,211807.0,51.0,201522.0
1192,97.3595650263,211807.0,52.0,201523.0
1193,96.246353864,211807.0,53.0,201524.0
1194,98.1162452595,211807.0,54.0,201525.0
1195,99.4749275807,211807.0,55.0,201526.0
1196,100.156961105,211807.0,56.0,201527.0
1197,100.389188343,211807.0,57.0,201528.0
1198,97.3586999466,211807.0,58.0,201529.0
1199,94.6134396442,211807.0,59.0,201530.0
1200,94.4715631927,211807.0,60.0,201531.0
1201,97.0502858484,211807.0,61.0,201532.0
1202,98.3126107936,211807.0,62.0,201533.0
1203,96.6133257293,211807.0,63.0,201534.0
1204,95.2395061386,211807.0,64.0,201535.0
1205,95.0980108152,211807.0,65.0,201536.0
1206,93.3390951619,211807.0,66.0,201537.0
1207,92.5632611457,211807.0,67.0,201538.0
1208,92.6251475773,211807.0,68.0,201539.0
1209,92.344154313,211807.0,69.0,201540.0
1210,91.1404835309,211807.0,70.0,201541.0
1211,90.2814143592,211807.0,71.0,201542.0
1212,91.6847369508,211807.0,72.0,201544.0
1213,90.9747805206,211807.0,73.0,201545.0
1214,92.7601660799,211807.0,74.0,201546.0
