,month,Chainedaverage,level
148,201520.0,91.447997934,210204.0
149,201522.0,89.0876431696,210204.0
150,201524.0,89.5326604588,210204.0
151,201526.0,90.1927125367,210204.0
152,201528.0,90.0127685915,210204.0
153,201530.0,91.181212224,210204.0
154,201532.0,94.0692531595,210204.0
155,201534.0,91.9723660042,210204.0
156,201536.0,90.5469937895,210204.0
157,201538.0,87.1718538892,210204.0
158,201540.0,86.2254259649,210204.0
159,201542.0,89.9881846667,210204.0
160,201544.0,88.4406072054,210204.0
161,201546.0,88.0000372999,210204.0
162,201548.0,86.9136353138,210204.0
163,201550.0,86.1186038238,210204.0
164,201552.0,86.0760551602,210204.0
165,201600.0,85.8832817805,210204.0
166,201602.0,84.3752875201,210204.0
167,201604.0,85.1203946068,210204.0
168,201606.0,92.8986573253,210204.0
169,201608.0,92.8550602058,210204.0
170,201610.0,90.0607100598,210204.0
171,201612.0,88.9879683478,210204.0
172,201614.0,89.7516773646,210204.0
173,201616.0,86.8150961189,210204.0
174,201618.0,90.5953023138,210204.0
175,201620.0,91.6370884898,210204.0
176,201622.0,90.2997885313,210204.0
177,201624.0,88.7749119743,210204.0
178,201626.0,89.1056928701,210204.0
179,201628.0,87.8937152919,210204.0
180,201630.0,87.8235014458,210204.0
181,201632.0,87.7732313319,210204.0
182,201644.0,87.6089890303,210204.0
183,201422.0,100.0,210213.0
184,201424.0,98.7880983919,210213.0
185,201426.0,96.9554222279,210213.0
186,201428.0,99.7008803094,210213.0
187,201430.0,99.5996608825,210213.0
188,201432.0,98.7932675606,210213.0
189,201434.0,98.4339284404,210213.0
190,201436.0,99.8644697461,210213.0
191,201438.0,100.408394058,210213.0
192,201440.0,99.65734193,210213.0
193,201442.0,99.3845259484,210213.0
194,201444.0,101.304355136,210213.0
195,201446.0,101.467355453,210213.0
196,201448.0,100.631796766,210213.0
197,201450.0,99.9887296399,210213.0
198,201452.0,102.058161562,210213.0
199,201500.0,102.253304103,210213.0
200,201502.0,102.040825578,210213.0
201,201504.0,99.4480252602,210213.0
202,201506.0,99.489309774,210213.0
203,201508.0,98.5211545193,210213.0
204,201510.0,98.3019076389,210213.0
205,201512.0,97.9062546312,210213.0
206,201514.0,100.636637243,210213.0
207,201516.0,99.6338944581,210213.0
208,201518.0,99.1127524424,210213.0
209,201520.0,99.4912628779,210213.0
210,201522.0,99.850250326,210213.0
211,201524.0,99.1174666902,210213.0
212,201526.0,98.6523991659,210213.0
213,201528.0,98.1049672196,210213.0
214,201530.0,97.0610986195,210213.0
215,201532.0,96.2280680423,210213.0
216,201534.0,96.4249414504,210213.0
217,201536.0,96.6413548428,210213.0
218,201538.0,95.4022708545,210213.0
219,201540.0,93.4819210003,210213.0
220,201542.0,94.5828664341,210213.0
221,201544.0,96.9140602622,210213.0
222,201546.0,96.8681465633,210213.0
223,201548.0,97.539675309,210213.0
224,201550.0,99.0519491907,210213.0
225,201552.0,99.1655713487,210213.0
226,201600.0,95.6549055562,210213.0
227,201602.0,90.1268021633,210213.0
228,201604.0,86.8975303589,210213.0
229,201606.0,89.8788536042,210213.0
230,201608.0,90.4640478537,210213.0
231,201610.0,91.0955043684,210213.0
232,201612.0,90.9016253516,210213.0
233,201614.0,90.4678211369,210213.0
234,201616.0,89.8768731956,210213.0
235,201618.0,91.3348791092,210213.0
236,201620.0,91.2988801635,210213.0
237,201622.0,91.6679040853,210213.0
238,201624.0,91.7521588219,210213.0
239,201626.0,92.4395589435,210213.0
240,201628.0,92.7129511397,210213.0
241,201630.0,95.7840283818,210213.0
242,201632.0,95.7734226109,210213.0
243,201644.0,95.9187776265,210213.0
244,201422.0,100.0,210214.0
245,201424.0,100.238252602,210214.0
246,201426.0,98.8088618467,210214.0
247,201428.0,99.6898820858,210214.0
248,201430.0,97.921320938,210214.0
249,201432.0,97.2446642702,210214.0
250,201434.0,98.7848964814,210214.0
251,201436.0,98.1234670038,210214.0
252,201438.0,97.7608524245,210214.0
253,201440.0,97.4003623618,210214.0
254,201442.0,99.018655255,210214.0
255,201444.0,100.652586893,210214.0
256,201446.0,100.207097284,210214.0
257,201448.0,99.4125915812,210214.0
258,201450.0,98.7044436067,210214.0
259,201452.0,98.8346208497,210214.0
260,201500.0,98.1136245616,210214.0
261,201502.0,96.145811593,210214.0
262,201504.0,99.173405882,210214.0
263,201506.0,99.2278884151,210214.0
264,201508.0,99.7651136073,210214.0
265,201510.0,99.3481853035,210214.0
266,201512.0,98.7686005936,210214.0
267,201514.0,100.466143932,210214.0
268,201516.0,99.9227561892,210214.0
269,201518.0,98.7154737368,210214.0
270,201520.0,97.6131639789,210214.0
271,201522.0,98.1557078373,210214.0
272,201524.0,97.937014566,210214.0
273,201526.0,97.4407059749,210214.0
274,201528.0,95.8871214756,210214.0
275,201530.0,98.0244231065,210214.0
276,201532.0,99.0462361214,210214.0
277,201534.0,98.6474805725,210214.0
278,201536.0,97.988036423,210214.0
279,201538.0,92.9950257172,210214.0
280,201540.0,95.7584040596,210214.0
281,201542.0,97.3830321337,210214.0
282,201544.0,98.291333796,210214.0
283,201546.0,99.4627646254,210214.0
284,201548.0,99.1024382222,210214.0
285,201550.0,101.625210892,210214.0
286,201552.0,101.564766608,210214.0
287,201600.0,96.736425556,210214.0
288,201602.0,89.6203082669,210214.0
289,201604.0,91.0891898578,210214.0
290,201606.0,94.3035170072,210214.0
291,201608.0,96.6094846917,210214.0
292,201610.0,98.7452733128,210214.0
293,201612.0,97.7376484504,210214.0
294,201614.0,95.7507652301,210214.0
295,201616.0,96.846270346,210214.0
296,201618.0,97.8064145333,210214.0
297,201620.0,97.0391214755,210214.0
298,201622.0,96.8169339323,210214.0
299,201624.0,96.4560902779,210214.0
300,201626.0,95.2573294569,210214.0
301,201628.0,94.2679688447,210214.0
302,201630.0,96.3061807376,210214.0
303,201632.0,96.8479041946,210214.0
304,201644.0,97.1958236661,210214.0
305,201422.0,100.0,210302.0
306,201424.0,99.8223785552,210302.0
307,201426.0,100.543782572,210302.0
308,201428.0,101.029837062,210302.0
309,201430.0,100.69770432,210302.0
310,201432.0,100.565753471,210302.0
311,201434.0,100.94944927,210302.0
312,201436.0,101.088512161,210302.0
313,201438.0,101.141723124,210302.0
314,201440.0,101.174852275,210302.0
315,201442.0,101.028448045,210302.0
316,201444.0,100.674779263,210302.0
317,201446.0,101.104294247,210302.0
318,201448.0,101.4795954,210302.0
319,201450.0,100.269103916,210302.0
320,201452.0,100.66120462,210302.0
321,201500.0,101.558574899,210302.0
322,201502.0,102.28852633,210302.0
323,201504.0,101.019743863,210302.0
324,201506.0,101.157369198,210302.0
325,201508.0,101.931299207,210302.0
326,201510.0,101.911790469,210302.0
327,201512.0,101.608271292,210302.0
328,201514.0,100.217668217,210302.0
329,201516.0,101.419606464,210302.0
330,201518.0,101.101658884,210302.0
331,201520.0,100.671430503,210302.0
332,201522.0,101.188915619,210302.0
333,201524.0,100.318994754,210302.0
334,201526.0,100.52091729,210302.0
335,201528.0,102.172460854,210302.0
336,201530.0,102.055873965,210302.0
337,201532.0,102.179559558,210302.0
338,201534.0,101.579132012,210302.0
339,201536.0,98.2947216214,210302.0
340,201538.0,91.0718491811,210302.0
341,201540.0,91.8016679972,210302.0
342,201542.0,91.6141519135,210302.0
343,201544.0,90.4622528295,210302.0
344,201546.0,91.718726941,210302.0
345,201548.0,93.3637731019,210302.0
346,201550.0,90.8720267754,210302.0
347,201552.0,89.8342251074,210302.0
348,201600.0,90.6132404,210302.0
349,201602.0,93.5782556105,210302.0
350,201604.0,93.0206769793,210302.0
351,201606.0,92.1778232785,210302.0
352,201608.0,92.4630384049,210302.0
353,201610.0,92.4017565263,210302.0
354,201612.0,91.1015171523,210302.0
355,201614.0,91.0295319041,210302.0
356,201616.0,90.7236871435,210302.0
357,201618.0,90.6134560372,210302.0
358,201620.0,90.82001959,210302.0
359,201622.0,92.0765093547,210302.0
360,201624.0,92.8386112278,210302.0
361,201626.0,93.1524978727,210302.0
362,201628.0,93.8748604833,210302.0
363,201630.0,93.6967442249,210302.0
364,201632.0,93.6250282145,210302.0
365,201644.0,94.4466857983,210302.0
366,201422.0,100.0,211305.0
367,201424.0,100.105665538,211305.0
368,201426.0,99.1050626416,211305.0
369,201428.0,98.5328615023,211305.0
370,201430.0,97.6279270998,211305.0
371,201432.0,99.428628123,211305.0
372,201434.0,99.0110430228,211305.0
373,201436.0,98.1441357737,211305.0
374,201438.0,100.062447533,211305.0
375,201440.0,99.5123461896,211305.0
376,201442.0,98.1055953241,211305.0
377,201444.0,97.6409818263,211305.0
378,201446.0,97.10963673,211305.0
379,201448.0,96.593938323,211305.0
380,201450.0,96.9154394426,211305.0
381,201452.0,96.6365970859,211305.0
382,201500.0,96.6506233374,211305.0
383,201502.0,95.9954565723,211305.0
384,201504.0,95.8227886577,211305.0
385,201506.0,95.6491308375,211305.0
386,201508.0,95.5773581111,211305.0
387,201510.0,95.1134496883,211305.0
388,201512.0,94.9738623322,211305.0
389,201514.0,93.7934947197,211305.0
390,201516.0,92.0237790287,211305.0
391,201518.0,94.6218546299,211305.0
392,201520.0,95.0491494517,211305.0
393,201522.0,94.0265445763,211305.0
394,201524.0,93.7557898767,211305.0
395,201526.0,94.1343566624,211305.0
396,201528.0,94.5045633914,211305.0
397,201530.0,95.3893312996,211305.0
398,201532.0,95.8910818083,211305.0
399,201534.0,95.0678430396,211305.0
400,201536.0,96.3176054052,211305.0
401,201538.0,98.2130463352,211305.0
402,201540.0,97.2887510591,211305.0
403,201542.0,95.4994821383,211305.0
404,201544.0,96.1932930674,211305.0
405,201546.0,96.3699327899,211305.0
406,201548.0,93.4576570049,211305.0
407,201550.0,94.4035219652,211305.0
408,201552.0,94.4385547384,211305.0
409,201600.0,94.0743119167,211305.0
410,201602.0,94.4016567789,211305.0
411,201604.0,95.8649781808,211305.0
412,201606.0,95.423563029,211305.0
413,201608.0,94.6980039488,211305.0
414,201610.0,94.178078058,211305.0
415,201612.0,92.1603556775,211305.0
416,201614.0,90.6278306194,211305.0
417,201616.0,94.0427668279,211305.0
418,201618.0,93.9076879359,211305.0
419,201620.0,90.832097692,211305.0
420,201622.0,91.7357244872,211305.0
421,201624.0,91.2166372781,211305.0
422,201626.0,91.7814443901,211305.0
423,201628.0,91.3795689012,211305.0
424,201630.0,91.2778326138,211305.0
425,201632.0,90.7557040264,211305.0
426,201644.0,90.010284319,211305.0
427,201422.0,100.0,211501.0
428,201424.0,98.3046095956,211501.0
429,201426.0,97.0777920951,211501.0
430,201428.0,97.4504296693,211501.0
431,201430.0,97.0213127264,211501.0
432,201432.0,95.8560731839,211501.0
433,201434.0,96.5442878376,211501.0
434,201436.0,97.8093461485,211501.0
435,201438.0,94.7291255177,211501.0
436,201440.0,92.8723849888,211501.0
437,201442.0,90.9623442084,211501.0
438,201444.0,93.0846017387,211501.0
439,201446.0,92.7373873917,211501.0
440,201448.0,92.1034825785,211501.0
441,201450.0,92.2537478102,211501.0
442,201452.0,92.2078495833,211501.0
443,201500.0,92.9541170198,211501.0
444,201502.0,92.7494515144,211501.0
445,201504.0,92.2184888729,211501.0
446,201506.0,91.5190220721,211501.0
447,201508.0,89.6053977891,211501.0
448,201510.0,90.9181319085,211501.0
449,201512.0,90.5943128453,211501.0
450,201514.0,90.2068627506,211501.0
451,201516.0,89.6314388338,211501.0
452,201518.0,89.2117521796,211501.0
453,201520.0,89.3188800736,211501.0
454,201522.0,90.2053838079,211501.0
455,201524.0,89.7780489906,211501.0
456,201526.0,89.5050558404,211501.0
457,201528.0,89.1962080338,211501.0
458,201530.0,88.933391437,211501.0
459,201532.0,88.9791687059,211501.0
460,201534.0,89.2520568476,211501.0
461,201536.0,89.7702013882,211501.0
462,201538.0,86.9489405526,211501.0
463,201540.0,87.1330208735,211501.0
464,201542.0,86.9511714188,211501.0
465,201544.0,84.1787251017,211501.0
466,201546.0,85.0730652951,211501.0
467,201548.0,84.7034642124,211501.0
468,201550.0,84.8781610546,211501.0
469,201552.0,84.8220129842,211501.0
470,201600.0,84.1575286102,211501.0
471,201602.0,82.779901504,211501.0
472,201604.0,83.1291274209,211501.0
473,201606.0,84.8599262731,211501.0
474,201608.0,86.1079549059,211501.0
475,201610.0,85.4873115008,211501.0
476,201612.0,86.9880083891,211501.0
477,201614.0,87.3157825249,211501.0
478,201616.0,87.5201464404,211501.0
479,201618.0,86.6998649374,211501.0
480,201620.0,86.283633545,211501.0
481,201622.0,85.1608868062,211501.0
482,201624.0,84.6790173412,211501.0
483,201626.0,86.7222096877,211501.0
484,201628.0,86.3804059887,211501.0
485,201630.0,85.963849438,211501.0
486,201632.0,85.2386213993,211501.0
487,201644.0,85.8774388674,211501.0
488,201422.0,100.0,211709.0
489,201424.0,99.8628279742,211709.0
490,201426.0,99.6185571764,211709.0
491,201428.0,98.6985184621,211709.0
492,201430.0,100.112796718,211709.0
493,201432.0,99.5785814336,211709.0
494,201434.0,98.4895272906,211709.0
495,201436.0,97.4312956194,211709.0
496,201438.0,97.8964104111,211709.0
497,201440.0,97.8542808869,211709.0
498,201442.0,97.603192363,211709.0
499,201444.0,98.5988246005,211709.0
500,201446.0,98.6321861884,211709.0
501,201448.0,97.3130169377,211709.0
502,201450.0,98.2691383169,211709.0
503,201452.0,98.4459021256,211709.0
504,201500.0,98.2455379259,211709.0
505,201502.0,97.9497329686,211709.0
506,201504.0,98.0235992601,211709.0
507,201506.0,97.8208095461,211709.0
508,201508.0,97.8208095461,211709.0
509,201510.0,97.5566858995,211709.0
510,201512.0,97.0036092239,211709.0
511,201514.0,96.8201630023,211709.0
512,201516.0,97.5800973039,211709.0
513,201518.0,96.7079752899,211709.0
514,201520.0,96.1362678406,211709.0
515,201522.0,96.0081931016,211709.0
516,201524.0,96.7719240437,211709.0
517,201526.0,96.5532182479,211709.0
518,201528.0,96.0618834112,211709.0
519,201530.0,96.7557930078,211709.0
520,201532.0,96.1853487585,211709.0
521,201534.0,94.5982996269,211709.0
522,201536.0,94.6394767369,211709.0
523,201538.0,96.8920918673,211709.0
524,201540.0,97.2054516938,211709.0
525,201542.0,97.2054516938,211709.0
526,201544.0,96.8971774023,211709.0
527,201546.0,96.8971774023,211709.0
528,201548.0,96.3181799012,211709.0
529,201550.0,96.5893960274,211709.0
530,201552.0,97.2542161561,211709.0
531,201600.0,96.2715007564,211709.0
532,201602.0,94.5611007821,211709.0
533,201604.0,96.4088832836,211709.0
534,201606.0,96.6523351244,211709.0
535,201608.0,97.011469048,211709.0
536,201610.0,95.6775089162,211709.0
537,201612.0,94.5894008381,211709.0
538,201614.0,96.6140330031,211709.0
539,201616.0,95.0330954824,211709.0
540,201618.0,90.3656553114,211709.0
541,201620.0,84.3471339882,211709.0
542,201622.0,83.6446493557,211709.0
543,201624.0,83.8852592343,211709.0
544,201626.0,84.5397782268,211709.0
545,201628.0,84.5296983442,211709.0
546,201630.0,85.2328174808,211709.0
547,201632.0,84.9013263361,211709.0
548,201644.0,84.788356287,211709.0
549,201422.0,100.0,211710.0
550,201424.0,99.7725766374,211710.0
551,201426.0,99.7551039707,211710.0
552,201428.0,98.826267158,211710.0
553,201430.0,99.5636397178,211710.0
554,201432.0,99.4147361143,211710.0
555,201434.0,98.5607083572,211710.0
556,201436.0,97.3720814811,211710.0
557,201438.0,98.3317180313,211710.0
558,201440.0,98.370094224,211710.0
559,201442.0,98.1279242177,211710.0
560,201444.0,98.7271891969,211710.0
561,201446.0,98.513597061,211710.0
562,201448.0,97.1956203606,211710.0
563,201450.0,96.9999271593,211710.0
564,201452.0,96.9999271593,211710.0
565,201500.0,96.9999271593,211710.0
566,201502.0,96.9999271593,211710.0
567,201504.0,96.8118987217,211710.0
568,201506.0,96.1255740916,211710.0
569,201508.0,96.1255740916,211710.0
570,201510.0,96.1255740916,211710.0
571,201512.0,96.1255740916,211710.0
572,201514.0,96.2435810334,211710.0
573,201516.0,96.2632629367,211710.0
574,201518.0,96.2632629367,211710.0
575,201520.0,96.2632629367,211710.0
576,201522.0,96.2632629367,211710.0
577,201524.0,96.2632629367,211710.0
578,201526.0,96.2632629367,211710.0
579,201528.0,96.2632629367,211710.0
580,201530.0,96.2632629367,211710.0
581,201532.0,96.2632629367,211710.0
582,201534.0,94.3662781828,211710.0
583,201536.0,94.128872914,211710.0
584,201538.0,96.5252118947,211710.0
585,201540.0,94.7942041932,211710.0
586,201542.0,92.8141584071,211710.0
587,201544.0,92.3906269938,211710.0
588,201546.0,92.3906269938,211710.0
589,201548.0,92.3906269938,211710.0
590,201550.0,92.3906269938,211710.0
591,201552.0,92.3906269938,211710.0
592,201600.0,92.3906269938,211710.0
593,201602.0,92.3906269938,211710.0
594,201604.0,92.3906269938,211710.0
595,201606.0,92.3906269938,211710.0
596,201608.0,92.3906269938,211710.0
597,201610.0,92.3906269938,211710.0
598,201612.0,92.3906269938,211710.0
599,201614.0,92.3906269938,211710.0
600,201616.0,92.3906269938,211710.0
601,201618.0,82.2501983124,211710.0
602,201620.0,66.7195678383,211710.0
603,201622.0,66.7195678383,211710.0
604,201624.0,66.7195678383,211710.0
605,201626.0,67.2091932329,211710.0
606,201628.0,66.7195678383,211710.0
607,201630.0,67.2208328859,211710.0
608,201632.0,66.7195678383,211710.0
609,201644.0,64.1060019634,211710.0
610,201422.0,100.0,211807.0
611,201424.0,105.015227113,211807.0
612,201426.0,105.91102052,211807.0
613,201428.0,106.000601911,211807.0
614,201430.0,105.624868036,211807.0
615,201432.0,103.91872266,211807.0
616,201434.0,99.124809355,211807.0
617,201436.0,93.32904896,211807.0
618,201438.0,101.613951497,211807.0
619,201440.0,102.630055303,211807.0
620,201442.0,99.1648258585,211807.0
621,201444.0,101.367697431,211807.0
622,201446.0,104.48643484,211807.0
623,201448.0,104.271452033,211807.0
624,201450.0,104.271452033,211807.0
625,201452.0,104.271452033,211807.0
626,201500.0,86.9682921414,211807.0
627,201502.0,76.7561048664,211807.0
628,201504.0,87.935468093,211807.0
629,201506.0,101.638106719,211807.0
630,201508.0,97.9035279649,211807.0
631,201510.0,98.4282481673,211807.0
632,201512.0,98.3126574464,211807.0
633,201514.0,98.5821863519,211807.0
634,201516.0,98.7545705274,211807.0
635,201518.0,99.221262032,211807.0
