,ons_item_number,period,unit
513,212319.0,201603.0,65.2287640751
514,212319.0,201604.0,58.9025843167
515,212319.0,201605.0,67.1341767431
516,212319.0,201606.0,67.1341767431
517,212319.0,201607.0,67.1341767431
518,212319.0,201608.0,67.1341767431
519,212319.0,201610.0,67.1341767431
520,212319.0,201611.0,67.1341767431
521,212360.0,201406.0,100.0
522,212360.0,201407.0,97.4282880189
523,212360.0,201408.0,98.7781289355
524,212360.0,201409.0,98.1503127883
525,212360.0,201410.0,97.4350298644
526,212360.0,201411.0,93.7118547792
527,212360.0,201412.0,92.5459388542
528,212360.0,201501.0,92.0867062998
529,212360.0,201502.0,93.8949639955
530,212360.0,201503.0,93.6685668018
531,212360.0,201504.0,93.4703790385
532,212360.0,201505.0,94.3667693955
533,212360.0,201506.0,95.3859215884
534,212360.0,201507.0,95.3975395193
535,212360.0,201508.0,96.0109084581
536,212360.0,201509.0,92.6783635972
537,212360.0,201510.0,96.3211102095
538,212360.0,201511.0,91.4168528123
539,212360.0,201512.0,91.7219695885
540,212360.0,201601.0,92.6120199912
541,212360.0,201602.0,93.0643458524
542,212360.0,201603.0,91.0517839812
543,212360.0,201604.0,90.7547658476
544,212360.0,201605.0,89.8593134217
545,212360.0,201606.0,88.485486972
546,212360.0,201607.0,88.485486972
547,212360.0,201608.0,88.485486972
548,212360.0,201610.0,87.8786248757
549,212360.0,201611.0,87.8786248757
550,212515.0,201406.0,100.0
551,212515.0,201407.0,100.342537246
552,212515.0,201408.0,101.219272107
553,212515.0,201409.0,101.076667854
554,212515.0,201410.0,100.226870797
555,212515.0,201411.0,97.842714186
556,212515.0,201412.0,95.9339634122
557,212515.0,201501.0,97.3314799246
558,212515.0,201502.0,103.114607807
559,212515.0,201503.0,103.018882524
560,212515.0,201504.0,102.155427981
561,212515.0,201505.0,101.419216982
562,212515.0,201506.0,101.516761357
563,212515.0,201507.0,102.884690749
564,212515.0,201508.0,101.719672295
565,212515.0,201509.0,103.288584057
566,212515.0,201510.0,103.733410033
567,212515.0,201511.0,103.17999765
568,212515.0,201512.0,102.476876957
569,212515.0,201601.0,103.134472521
570,212515.0,201602.0,103.787670081
571,212515.0,201603.0,102.294995396
572,212515.0,201604.0,100.414230903
573,212515.0,201605.0,98.9795744271
574,212515.0,201606.0,100.377686585
575,212515.0,201607.0,101.912604277
576,212515.0,201608.0,100.220699534
577,212515.0,201610.0,104.398987097
578,212515.0,201611.0,103.605621787
579,212519.0,201406.0,100.0
580,212519.0,201407.0,100.804288007
581,212519.0,201408.0,99.7219859596
582,212519.0,201409.0,98.404033617
583,212519.0,201410.0,98.7686551008
584,212519.0,201411.0,100.549636391
585,212519.0,201412.0,101.020202945
586,212519.0,201501.0,101.379203748
587,212519.0,201502.0,99.7768637111
588,212519.0,201503.0,98.9203792084
589,212519.0,201504.0,99.1831459874
590,212519.0,201505.0,99.3737951454
591,212519.0,201506.0,98.4711215176
592,212519.0,201507.0,99.8411562096
593,212519.0,201508.0,99.282954132
594,212519.0,201509.0,99.4846551677
595,212519.0,201510.0,99.6476917476
596,212519.0,201511.0,97.9955636874
597,212519.0,201512.0,97.1206702853
598,212519.0,201601.0,97.2917751709
599,212519.0,201602.0,97.0352557909
600,212519.0,201603.0,95.0823363778
601,212519.0,201604.0,91.2524706378
602,212519.0,201605.0,91.4776656939
603,212519.0,201606.0,92.6313512586
604,212519.0,201607.0,95.8279276135
605,212519.0,201608.0,95.6827597391
606,212519.0,201610.0,91.6564995122
607,212519.0,201611.0,91.6564995122
608,212717.0,201406.0,100.0
609,212717.0,201407.0,101.277341763
610,212717.0,201408.0,100.758379471
611,212717.0,201409.0,98.4946995742
612,212717.0,201410.0,98.8979742239
613,212717.0,201411.0,100.139697114
614,212717.0,201412.0,100.139697114
615,212717.0,201501.0,100.149017191
616,212717.0,201502.0,100.387352905
617,212717.0,201503.0,101.108951154
618,212717.0,201504.0,102.572263402
619,212717.0,201505.0,104.47218573
620,212717.0,201506.0,104.522127483
621,212717.0,201507.0,105.247922024
622,212717.0,201508.0,105.190165442
623,212717.0,201509.0,104.809213209
624,212717.0,201510.0,98.2599200219
625,212717.0,201511.0,99.493967144
626,212717.0,201512.0,100.232604277
627,212717.0,201601.0,102.170352206
628,212717.0,201602.0,103.280373655
629,212717.0,201603.0,100.116200349
630,212717.0,201604.0,97.4737247909
631,212717.0,201605.0,99.7097107481
632,212717.0,201606.0,98.237657237
633,212717.0,201607.0,97.8528113316
634,212717.0,201608.0,97.3844909227
635,212717.0,201610.0,102.712535586
636,212717.0,201611.0,102.73441235
637,212719.0,201406.0,100.0
638,212719.0,201407.0,108.868014181
639,212719.0,201408.0,108.868014181
640,212719.0,201409.0,108.868014181
641,212719.0,201410.0,98.9894174725
642,212719.0,201411.0,98.5117835783
643,212719.0,201412.0,98.5117835783
644,212719.0,201501.0,98.5117835783
645,212719.0,201502.0,94.5968629397
646,212719.0,201503.0,93.9596722266
647,212719.0,201504.0,93.9596722266
648,212719.0,201505.0,93.9596722266
649,212719.0,201506.0,93.9596722266
650,212719.0,201507.0,93.9596722266
651,212719.0,201508.0,93.9596722266
652,212719.0,201509.0,93.9596722266
653,212719.0,201510.0,92.48953516
654,212719.0,201511.0,93.9596722266
655,212719.0,201512.0,93.9596722266
656,212719.0,201601.0,93.9596722266
657,212719.0,201602.0,93.9596722266
658,212719.0,201603.0,93.9596722266
659,212719.0,201604.0,93.7173902889
660,212719.0,201605.0,93.6650872033
661,212719.0,201606.0,93.9596722266
662,212719.0,201607.0,93.9596722266
663,212719.0,201608.0,93.9596722266
664,212719.0,201610.0,93.9596722266
665,212719.0,201611.0,93.9596722266
666,212720.0,201406.0,100.0
667,212720.0,201407.0,96.7229991032
668,212720.0,201408.0,94.6652007257
669,212720.0,201409.0,105.54423887
670,212720.0,201410.0,124.835366776
671,212720.0,201411.0,165.093217504
672,212720.0,201412.0,163.82489226
673,212720.0,201501.0,140.449457208
674,212720.0,201502.0,126.162675447
675,212720.0,201503.0,126.408702908
676,212720.0,201504.0,118.727738839
677,212720.0,201505.0,109.24095817
678,212720.0,201506.0,106.660487394
679,212720.0,201507.0,94.4357350882
680,212720.0,201508.0,99.7225812771
681,212720.0,201509.0,105.856215294
682,212720.0,201510.0,114.053199762
683,212720.0,201511.0,143.537145597
684,212720.0,201512.0,143.213303858
685,212720.0,201601.0,123.365392491
686,212720.0,201602.0,118.310573398
687,212720.0,201603.0,119.564677208
688,212720.0,201604.0,110.781422307
689,212720.0,201605.0,99.8401775854
690,212720.0,201606.0,96.0398278001
691,212720.0,201607.0,96.0398278001
692,212720.0,201608.0,96.0398278001
693,212720.0,201610.0,130.283261594
694,212720.0,201611.0,134.176590816
695,212722.0,201406.0,100.0
696,212722.0,201407.0,97.3829832687
697,212722.0,201408.0,95.1083886497
698,212722.0,201409.0,92.9394388014
699,212722.0,201410.0,96.4712885489
700,212722.0,201411.0,101.252044907
701,212722.0,201412.0,107.064233637
702,212722.0,201501.0,99.9701003872
703,212722.0,201502.0,95.8353387204
704,212722.0,201503.0,95.6462415544
705,212722.0,201504.0,97.2830725548
706,212722.0,201505.0,98.8305356767
707,212722.0,201506.0,100.499101267
708,212722.0,201507.0,95.345628515
709,212722.0,201508.0,93.9359925791
710,212722.0,201509.0,91.3901545923
711,212722.0,201510.0,94.0662501065
712,212722.0,201511.0,96.4392684982
713,212722.0,201512.0,96.3885316409
714,212722.0,201601.0,93.9887978058
