,CLIP,i,ons_item_name,period
0,100.0,0,"apple cider, bottle, 4.5%-5.5% abv",201601.0
1,100.44673381991667,1,"apple cider, bottle, 4.5%-5.5% abv",201602.0
2,99.50502293878421,2,"apple cider, bottle, 4.5%-5.5% abv",201603.0
3,99.62929111334017,3,"apple cider, bottle, 4.5%-5.5% abv",201604.0
4,99.87142782403981,4,"apple cider, bottle, 4.5%-5.5% abv",201605.0
5,100.28356503422238,5,"apple cider, bottle, 4.5%-5.5% abv",201606.0
6,100.30617419856902,6,"apple cider, bottle, 4.5%-5.5% abv",201607.0
7,99.71608475418306,7,"apple cider, bottle, 4.5%-5.5% abv",201608.0
8,99.3569384235435,8,"apple cider, bottle, 4.5%-5.5% abv",201609.0
9,97.01274829020163,9,"apple cider, bottle, 4.5%-5.5% abv",201610.0
10,97.07314186802768,10,"apple cider, bottle, 4.5%-5.5% abv",201611.0
11,97.87131624264708,11,"apple cider, bottle, 4.5%-5.5% abv",201612.0
12,97.59461445282585,12,"apple cider, bottle, 4.5%-5.5% abv",201613.0
13,97.2275172963898,13,"apple cider, bottle, 4.5%-5.5% abv",201614.0
14,96.5733076213734,14,"apple cider, bottle, 4.5%-5.5% abv",201615.0
15,96.02359823768573,15,"apple cider, bottle, 4.5%-5.5% abv",201616.0
16,96.34628568278272,16,"apple cider, bottle, 4.5%-5.5% abv",201617.0
17,96.6218004828589,17,"apple cider, bottle, 4.5%-5.5% abv",201618.0
18,96.9446767027599,18,"apple cider, bottle, 4.5%-5.5% abv",201619.0
19,97.39532986668218,19,"apple cider, bottle, 4.5%-5.5% abv",201620.0
20,96.48607699376053,20,"apple cider, bottle, 4.5%-5.5% abv",201621.0
21,95.87635212954896,21,"apple cider, bottle, 4.5%-5.5% abv",201622.0
22,95.73757739640239,22,"apple cider, bottle, 4.5%-5.5% abv",201623.0
23,95.32525488587702,23,"apple cider, bottle, 4.5%-5.5% abv",201624.0
24,95.05464111643322,24,"apple cider, bottle, 4.5%-5.5% abv",201625.0
25,95.27273826420523,25,"apple cider, bottle, 4.5%-5.5% abv",201626.0
26,95.87717959726527,26,"apple cider, bottle, 4.5%-5.5% abv",201627.0
27,96.38264519617026,27,"apple cider, bottle, 4.5%-5.5% abv",201628.0
28,95.55148734317082,28,"apple cider, bottle, 4.5%-5.5% abv",201629.0
29,95.71236223858494,29,"apple cider, bottle, 4.5%-5.5% abv",201630.0
30,95.6609771307461,30,"apple cider, bottle, 4.5%-5.5% abv",201631.0
31,95.55828966163898,31,"apple cider, bottle, 4.5%-5.5% abv",201632.0
