,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,level_3,period,weighted_index
178,64,146,64,86,food_and_non_alcoholic_beverages,201535.0,96.16602189806919
179,65,147,65,87,food_and_non_alcoholic_beverages,201536.0,95.46216972948054
180,66,148,66,88,food_and_non_alcoholic_beverages,201537.0,95.00438205810525
181,67,149,67,89,food_and_non_alcoholic_beverages,201538.0,95.57342821857246
182,68,150,68,90,food_and_non_alcoholic_beverages,201539.0,96.1723758762876
183,69,151,69,91,food_and_non_alcoholic_beverages,201540.0,96.7351673787784
184,70,152,70,92,food_and_non_alcoholic_beverages,201541.0,96.14017962523403
185,71,153,71,93,food_and_non_alcoholic_beverages,201542.0,96.09117569221209
186,72,154,72,94,food_and_non_alcoholic_beverages,201544.0,96.86677587758295
187,73,155,73,95,food_and_non_alcoholic_beverages,201545.0,96.89294711303447
188,74,156,74,96,food_and_non_alcoholic_beverages,201546.0,96.53131688763423
189,75,157,75,97,food_and_non_alcoholic_beverages,201547.0,95.81588831215271
190,76,158,76,98,food_and_non_alcoholic_beverages,201548.0,95.91258453276474
191,77,159,77,99,food_and_non_alcoholic_beverages,201549.0,96.09123237194758
192,78,160,78,100,food_and_non_alcoholic_beverages,201550.0,95.8092246093697
193,79,161,79,101,food_and_non_alcoholic_beverages,201551.0,96.24424170174663
194,80,162,80,102,food_and_non_alcoholic_beverages,201552.0,95.3961783267523
195,81,163,81,103,food_and_non_alcoholic_beverages,201601.0,93.55113714013589
196,82,34,,,food_and_non_alcoholic_beverages,201602.0,93.11800145107378
197,83,35,,,food_and_non_alcoholic_beverages,201603.0,93.45257623556142
198,84,36,,,food_and_non_alcoholic_beverages,201604.0,93.91941505797335
199,85,37,,,food_and_non_alcoholic_beverages,201605.0,94.62288178161162
200,86,38,,,food_and_non_alcoholic_beverages,201606.0,94.76406592065433
201,87,39,,,food_and_non_alcoholic_beverages,201607.0,94.36192962740614
202,88,40,,,food_and_non_alcoholic_beverages,201608.0,94.48505571181745
203,89,41,,,food_and_non_alcoholic_beverages,201609.0,93.75411497005086
204,90,42,,,food_and_non_alcoholic_beverages,201610.0,92.97442532101779
205,91,43,,,food_and_non_alcoholic_beverages,201611.0,93.19800869355907
206,92,44,,,food_and_non_alcoholic_beverages,201612.0,93.39488036864842
207,93,45,,,food_and_non_alcoholic_beverages,201613.0,92.4054283937455
208,94,46,,,food_and_non_alcoholic_beverages,201614.0,90.93911914783172
209,95,47,,,food_and_non_alcoholic_beverages,201615.0,90.87971013180847
210,96,48,,,food_and_non_alcoholic_beverages,201616.0,91.05051888855323
211,97,49,,,food_and_non_alcoholic_beverages,201617.0,89.93258968188748
212,98,50,,,food_and_non_alcoholic_beverages,201618.0,90.41950353386885
213,99,51,,,food_and_non_alcoholic_beverages,201619.0,91.73974086157027
214,100,52,,,food_and_non_alcoholic_beverages,201620.0,91.51424980181594
215,101,53,,,food_and_non_alcoholic_beverages,201621.0,92.47008454496554
216,102,54,,,food_and_non_alcoholic_beverages,201622.0,92.35308196419697
217,103,55,,,food_and_non_alcoholic_beverages,201623.0,92.7913272970916
218,104,56,,,food_and_non_alcoholic_beverages,201624.0,92.86614532699394
219,105,57,,,food_and_non_alcoholic_beverages,201625.0,92.47909318813905
220,106,58,,,food_and_non_alcoholic_beverages,201626.0,92.31615708507383
221,107,59,,,food_and_non_alcoholic_beverages,201627.0,92.17331071271792
222,108,60,,,food_and_non_alcoholic_beverages,201628.0,92.68064674410817
223,109,61,,,food_and_non_alcoholic_beverages,201629.0,92.2861516069177
224,110,62,,,food_and_non_alcoholic_beverages,201630.0,92.3553671714765
225,111,63,,,food_and_non_alcoholic_beverages,201631.0,91.90062616246712
226,112,64,,,food_and_non_alcoholic_beverages,201632.0,91.97773621889466
227,113,65,,,food_and_non_alcoholic_beverages,201644.0,91.926246908737
