,index,ons_name,type
99,0.0,"fresh/chilled orange juice, eg. tropicana",CLIP
100,0.0,"fresh/chilled orange juice, eg. tropicana",CLIP
101,0.0,"fresh/chilled orange juice, eg. tropicana",CLIP
102,0.0,"fresh/chilled orange juice, eg. tropicana",CLIP
103,0.0,"fresh/chilled orange juice, eg. tropicana",CLIP
104,0.0,"fruit juice, not orange, eg. apple",CLIP
105,0.0,"fruit juice, not orange, eg. apple",CLIP
106,0.0,"fruit juice, not orange, eg. apple",CLIP
107,0.0,"fruit juice, not orange, eg. apple",CLIP
108,0.0,"fruit juice, not orange, eg. apple",CLIP
